Eval num episodes,Eval avg final dist,Eval success ratio,Eval final door distance Mean,Eval final door distance Std,Eval final door distance Max,Eval final door distance Min,Eval min door distance Mean,Eval min door distance Std,Eval min door distance Max,Eval min door distance Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.3623388185925954,0.08,0.3623388185925954,0.24055067305241365,0.7840751853842322,0.003897245160390821,0.3623388185925954,0.24055067305241365,0.7840751853842322,0.003897245160390821,0,0,6.784317493438721,6.784320116043091,0,0,0,0,0
50,0.26365629798529655,0.08,0.26365629798529655,0.21755587637064386,0.7724959150162378,0.025559631480280454,0.17072827555243372,0.19127151931826938,0.7721728954809131,8.088619499080352e-05,6.494140684657691,3.2426626404231342,3.251477993604581,6.676566003024628,3.33435678719259,3.342209249134302,10000,81.16301655769348,87.94734191894531
50,0.27251340003059954,0.22,0.27251340003059954,0.20381433980206154,0.7080108124002849,0.0010240763119162821,0.11605270664733172,0.17982035496880588,0.5251490846173859,6.569479036955261e-05,6.338833072589857,3.159573229985089,3.17925984876545,6.52290793422292,3.260370058715833,3.262537835001646,20000,86.55964374542236,174.5069887638092
50,0.23988788709226175,0.2,0.23988788709226175,0.19387147013985817,0.6642925396985501,0.015052490489984888,0.07242422207524023,0.13788953581136906,0.5308946947309138,0.00017324777715732598,6.207688094584653,3.0932000103727453,3.1144881265225948,6.439681914966491,3.213956366595059,3.2257256037041317,30000,83.90506362915039,258.4120554924011
