Eval num episodes,Eval avg final dist,Eval success ratio,Eval success ratio_left,Eval success ratio_right,Eval n_left,Eval n_right,Eval final door distance Mean,Eval final door distance Std,Eval final door distance Max,Eval final door distance Min,Eval min door distance Mean,Eval min door distance Std,Eval min door distance Max,Eval min door distance Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.26702958697623125,0.1,0.1111111111111111,0.0,45,5,0.26702958697623125,0.16313401578840916,0.8096828328705646,0.016689262998979736,0.26702958697623125,0.16313401578840916,0.8096828328705646,0.016689262998979736,0,0,9.067275524139404,9.067277908325195,0,0,0,0,0
50,0.18771093534506827,0.28,0.3684210526315789,0.0,38,12,0.18771093534506827,0.19163119778794274,0.5839033919289291,0.0008706825835984311,0.03807351359912082,0.0726962097022478,0.26449570270298917,0.0001721061838528548,6.525750730749572,3.2569382166265597,3.2688125472292566,6.648500280824224,3.325341864174157,3.3231583726949103,10000,179.42321610450745,188.49049949645996
50,0.23238744485101626,0.38,0.5135135135135135,0.0,37,13,0.23238744485101626,0.2618687375303269,0.8154130407527277,0.000104652207977729,0.21521818943008258,0.27343566138723807,0.8154130407527277,1.4942170686441103e-05,6.480765175658808,3.227848829050011,3.2529162932658084,6.63755348144989,3.318263301019079,3.319290185459296,20000,195.75526928901672,384.2457730770111
50,0.08053886264039199,0.64,0.6808510638297872,0.0,47,3,0.08053886264039199,0.12424884925624079,0.6950515492574794,0.0006668327933958551,0.024021235239376146,0.09933569659493337,0.6950515492574794,7.427788466786434e-05,6.5003209354203175,3.2385031111630362,3.2618178644040845,6.61639287683076,3.299299659833893,3.3170932134444735,30000,193.66878032684326,577.9145572185516
50,0.09379087830921913,0.64,0.6956521739130435,0.0,46,4,0.09379087830921913,0.17045991960778667,0.7714904731936576,0.001424265305927902,0.04682256637680446,0.16839890867864216,0.7714904731936576,1.8862440014755233e-05,6.471010363489812,3.223232426399481,3.2477778970303604,6.604992580542503,3.298975685039438,3.3060168986205816,40000,195.53988075256348,773.4544415473938
50,0.14228600552640475,0.68,0.7727272727272727,0.0,44,6,0.14228600552640475,0.23065128817509425,0.7952594011254599,0.004228376387521521,0.12102819198764962,0.23839171313462515,0.7952594011254599,0.0002809123264485014,6.484520797216722,3.2290464950527005,3.2554743191472326,6.585679938862757,3.2858122307713806,3.299867644058401,50000,193.5772783756256,967.0317234992981
50,0.04386732382474686,0.74,0.75,0.7142857142857143,36,14,0.04386732382474686,0.040599593573321796,0.21037757224631234,0.0026742703562560033,0.010601545872150165,0.017863712127049923,0.09015132453786356,7.133462428915438e-05,6.475801799652063,3.2213916798020374,3.25441010815114,6.594844689857626,3.2910414922111375,3.3038030957258986,60000,194.48714065551758,1161.518867969513
50,0.047461041933892174,0.7,0.7297297297297297,0.6153846153846154,37,13,0.047461041933892174,0.05202458959501952,0.2926818743345886,0.0004636294371439531,0.0058619226248898424,0.006826595582260577,0.026475698777751355,0.00012790462816118092,6.4877171991123515,3.2307644429624167,3.2569528170314963,6.574667706396225,3.280295473115423,3.294372142777612,70000,193.7665503025055,1355.2854225635529
50,0.03959753592318691,0.78,0.7727272727272727,0.8333333333333334,44,6,0.03959753592318691,0.07259781161339829,0.5100424547124075,0.0012894073801569816,0.005586315355811568,0.00680380780297568,0.03041474627826679,5.992523791076287e-06,6.479950626589467,3.2277953217854263,3.2521553156037646,6.598956728785812,3.294191663767906,3.304765039018889,80000,195.77007579803467,1551.0555019378662
50,0.06456218394149096,0.88,0.9545454545454546,0.3333333333333333,44,6,0.06456218394149096,0.15587796967464615,0.751679064569789,0.00032759032515244924,0.04773624622987636,0.1517752226703317,0.751679064569789,3.356665739501219e-06,6.489665302618363,3.234827664503312,3.254837753825179,6.582874256881789,3.285663399101624,3.297210834356537,90000,194.46658396720886,1745.522089958191
50,0.04193371104455186,0.76,0.7567567567567568,0.7692307692307693,37,13,0.04193371104455186,0.0679475296386049,0.4638606721557228,0.00023577561237830835,0.0031304048060302463,0.0049378323244143605,0.02571895647180067,1.210570766990715e-06,6.483063076728181,3.2289994864075124,3.254063555701617,6.571401759817757,3.27919717499064,3.2922045279114585,100000,196.04491090774536,1941.5670046806335
50,0.07069676003019854,0.64,0.6341463414634146,0.6666666666666666,41,9,0.07069676003019854,0.12892760428704794,0.8282613845984176,0.00019824290070558082,0.022823873432405266,0.11522465703112994,0.8282613845984176,0.00014580175093065195,6.492756297458634,3.2312765908293115,3.2614797487633607,6.574126895698778,3.280251470237616,3.2938754394041254,110000,194.79915046691895,2136.366161108017
50,0.1210158718771714,0.64,0.7317073170731707,0.2222222222222222,41,9,0.1210158718771714,0.20313115202256404,0.8265182759149906,7.308656257520862e-05,0.0880752642808868,0.2109801858736162,0.8265182759149906,5.9688713875738486e-05,6.498353691308309,3.2365906324738654,3.2617630295889057,6.580121024201751,3.28441642482735,3.2957045397130273,120000,194.51017785072327,2330.8763461112976
50,0.0437992995386256,0.84,0.8372093023255814,0.8571428571428571,43,7,0.0437992995386256,0.08101386245679974,0.43074383408252714,0.0011536050070218296,0.021344338107596627,0.08124737827266533,0.42631020196584535,4.0024135597116484e-05,6.487068941863667,3.227510119671702,3.2595588616811897,6.57700810255221,3.282967836136433,3.2940403346860005,130000,194.2981424331665,2525.17449259758
50,0.07422259209710075,0.72,0.775,0.5,40,10,0.07422259209710075,0.15962076753900087,0.8244019019423577,0.00011008269821619066,0.020178790189532746,0.11500978009998669,0.8244019019423577,4.783026049454131e-05,6.509175256897105,3.244598209359538,3.2645770650804202,6.56944008602836,3.2754382366897383,3.294001927623584,140000,195.78533267974854,2720.9598286151886
50,0.025114221919781046,0.84,0.8333333333333334,0.875,42,8,0.025114221919781046,0.019419835315645218,0.06915458842110278,0.0002654707732304695,0.0072489086004792315,0.011698680208030542,0.04445553633286303,1.0599595182556043e-05,6.507455118319719,3.2364195830154716,3.2710355154572532,6.558958654795138,3.271952397400222,3.2870063501176534,150000,174.0605664253235,2895.020399093628
50,0.025320844345563875,0.9,0.9534883720930233,0.5714285714285714,43,7,0.025320844345563875,0.02523707875050126,0.14975545833232737,0.0007933899653818632,0.0032609087700905103,0.004858098065094378,0.02582433008483831,1.2726807824603448e-05,6.509047360765125,3.241327075370904,3.2677202494044595,6.554468594633804,3.2693095055102255,3.2851591332904464,160000,163.9905297756195,3059.010932445526
50,0.027090491639133702,0.84,0.85,0.8,40,10,0.027090491639133702,0.03270523939186609,0.18290043300045972,0.00025924345399508386,0.0036336809033396963,0.0038829044546700485,0.020005439407109527,3.3497367927987076e-05,6.501772426145059,3.2367662354789672,3.2650061861483697,6.549245551105511,3.263296072336364,3.2859494974954644,170000,164.97005677223206,3223.980994939804
50,0.1432301575464897,0.58,0.725,0.0,40,10,0.1432301575464897,0.22139615579668961,0.7790082230517194,0.0009992640370596884,0.10043518670769348,0.22527483280266813,0.7790082230517194,4.2240857321407255e-05,6.504859726781182,3.2392889965693317,3.265570816609225,6.568320642086689,3.276560982858963,3.2917596661641095,180000,164.3474736213684,3388.3284730911255
50,0.025432819810520965,0.84,0.8,1.0,40,10,0.025432819810520965,0.02192840840999286,0.07833856503185535,0.00034150658731640915,0.0035121705966550203,0.0041343866093528844,0.02205838080436162,9.376640034197692e-06,6.4854157899216744,3.2266145949387126,3.2588011526453995,6.549751742744817,3.2654712754592023,3.284280480907577,190000,164.95116138458252,3553.2796380519867
50,0.05811503348564817,0.84,0.9166666666666666,0.6428571428571429,36,14,0.05811503348564817,0.12429557803224263,0.5979594658922088,0.000334602098290393,0.02394639374393538,0.07807605306203938,0.4647776840196243,2.5686694600179916e-05,6.504295284079378,3.2385025116727046,3.2657928019604032,6.5619384848067845,3.271312351535664,3.2906261043921146,200000,164.1523241996765,3717.4319660663605
