Eval num episodes,Eval avg final dist,Eval success ratio,Eval success ratio_left,Eval success ratio_right,Eval n_left,Eval n_right,Eval final door distance Mean,Eval final door distance Std,Eval final door distance Max,Eval final door distance Min,Eval min door distance Mean,Eval min door distance Std,Eval min door distance Max,Eval min door distance Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.2893793356062185,0.14,0.1891891891891892,0.0,37,13,0.2893793356062185,0.2263782275216634,0.8036570916864325,0.014844245755717765,0.28639942168948707,0.22849051848584143,0.8036570916864325,0.009706457961018013,0,0,9.750427007675171,9.750429630279541,0,0,0,0,0
50,0.12337773438413974,0.22,0.2972972972972973,0.0,37,13,0.12337773438413974,0.09041389935358604,0.39555466255679883,0.00531664077134096,0.053160998412082903,0.07838813743016805,0.28616133722579784,0.00028473820023589,6.520602812120442,3.2527945860004173,3.267808248185914,6.690601314519993,3.3482217067471685,3.3423796265940187,10000,246.45631432533264,256.2067506313324
50,0.13961064212771768,0.48,0.34210526315789475,0.9166666666666666,38,12,0.13961064212771768,0.1411594586401134,0.4029038381678819,0.004408175960348107,0.012082941555447172,0.014595817166541835,0.07756241918155217,5.7009674772845464e-05,6.505444396713745,3.245566776806985,3.2598775792744554,6.646751270471882,3.320334611821591,3.3264165383018884,20000,267.1848931312561,523.3916671276093
50,0.18175260953832661,0.3,0.358974358974359,0.09090909090909091,39,11,0.18175260953832661,0.22638231556503555,0.7915757866036662,0.0016551611690231256,0.10760022952088585,0.19423927601606106,0.7395702424208485,5.5315557856427944e-08,6.503656069445725,3.2424064841083493,3.261249616773048,6.624985374011224,3.306638174620185,3.3183472366368605,30000,266.01890230178833,789.4105739593506
50,0.16940011356733792,0.56,0.6666666666666666,0.18181818181818182,39,11,0.16940011356733792,0.23663970116794472,0.8078856039288016,0.005748659215427054,0.12049959811982594,0.24406647039311763,0.8078856039288016,4.8431670001292115e-05,6.5059457067424145,3.242874467276957,3.263071171319243,6.613502186079774,3.2995169934939352,3.31398514866063,40000,265.8529222011566,1055.2634994983673
50,0.15857730702756054,0.42,0.5882352941176471,0.0625,34,16,0.15857730702756054,0.20404874206704984,0.77853697348183,0.0005026818883714368,0.06634160806021759,0.18670014587602726,0.7212353055184996,5.703791792488477e-06,6.501702842632432,3.236345926095865,3.265356932762125,6.608520711581774,3.301365802409654,3.3071550429599,50000,265.5087993144989,1320.772302389145
50,0.13240834892722003,0.6,0.675,0.3,40,10,0.13240834892722003,0.2211424958859081,0.809764492460941,0.0027287089762575434,0.0864841473765043,0.21251805091490386,0.7620546949414072,1.0003420511939254e-05,6.500355708910107,3.2389014277444756,3.2614543268395817,6.58342115314945,3.284666196640435,3.298754858362031,60000,266.13620686531067,1586.9085137844086
50,0.15879052527411144,0.56,0.7027027027027027,0.15384615384615385,37,13,0.15879052527411144,0.26397550754012633,0.8263196448606484,0.001215212299594537,0.13837454419370657,0.27262411130199143,0.8263196448606484,0.00010729483933083483,6.501362898106967,3.236272225626221,3.265090614837585,6.573526329914416,3.280583824354033,3.292942550621714,70000,265.40772342681885,1852.3162412643433
50,0.05097177715533977,0.7,0.8,0.3,40,10,0.05097177715533977,0.08820315645336121,0.5625865642929315,0.0023721566906919622,0.0273315389090781,0.08886170433513563,0.5457790799137832,4.227609706464186e-05,6.523056314055435,3.247056875004033,3.2759993518143493,6.576383054584688,3.2794672932084854,3.296915648387931,80000,267.54611444473267,2119.8623597621918
50,0.06668797182638335,0.84,0.8936170212765957,0.0,47,3,0.06668797182638335,0.14917966335255764,0.6910899298694714,0.0010553802857176109,0.055287726850641095,0.15231304906482912,0.6910899298694714,8.035720964749693e-06,6.511242046369752,3.2414915510072735,3.269750505119163,6.572267823182111,3.2782929212426164,3.2939749321639926,90000,267.8671073913574,2387.7294726371765
