Eval num episodes,Eval avg final dist,Eval success ratio,Eval success ratio_left,Eval success ratio_right,Eval n_left,Eval n_right,Eval final puck distance Mean,Eval final puck distance Std,Eval final puck distance Max,Eval final puck distance Min,Eval final endeff distance Mean,Eval final endeff distance Std,Eval final endeff distance Max,Eval final endeff distance Min,Eval puck movement Mean,Eval puck movement Std,Eval puck movement Max,Eval puck movement Min,Eval endeff movement Mean,Eval endeff movement Std,Eval endeff movement Max,Eval endeff movement Min,policy loss,timesteps,epoch time (s),total time (s)
50,0.1589739329469028,0.1,nan,nan,0,0,0.1589739329469028,0.09276395983450109,0.3350034180335256,0.022684709319596423,0.22573898850928623,0.10546212845437888,0.42542969229893,0.015275191412985277,0.00871195061180647,0.01807149996451483,0.07438413500570705,2.090477933405043e-08,0.18600977338079935,0.006465150169730662,0.194412287966563,0.17217611179928183,0,0,4.878085374832153,4.878087997436523
50,0.15580664368569136,0.08,0.08,nan,50,0,0.15580664368569136,0.09092036153115525,0.33658676229002055,0.013908692454325541,0.09810181637774962,0.077244330973576,0.33901679313168365,0.009821528493129736,0.055506207625539566,0.07086468060900505,0.25173037656002073,1.1894830076826998e-06,0.2879292245748481,0.10072156176279058,0.3855689862773899,0.041862943372387856,2.121490894240477,10000,89.7558765411377,94.63396859169006
50,0.10229339559064816,0.24,0.24,nan,50,0,0.10229339559064816,0.06196238554076372,0.23356464792389975,0.009359021116592424,0.07626639699558409,0.07930261107119482,0.3648247120025887,0.0011395527632947677,0.11553222613516992,0.07700523719257509,0.28792991862917106,1.1623541633660471e-06,0.25519996357636304,0.09302517582478641,0.38763944192334837,0.06013899592668036,2.013544412902962,20000,94.95928812026978,189.59326148033142
50,0.09583397975906442,0.24,nan,0.24,0,50,0.09583397975906442,0.060404979780596446,0.24503983208488958,0.018034714273948368,0.0879271785555673,0.09743525108989683,0.35436102246404105,0.0029423817497790353,0.11367694144339387,0.07308170858997425,0.28434897078665317,1.359258200622599e-06,0.2673803699047153,0.08731428232680087,0.3783497959578678,0.06965286715058328,1.9685240616656585,30000,96.35291147232056,285.94617795944214
50,0.10256622873832942,0.3,nan,0.3,0,50,0.10256622873832942,0.07644348670437266,0.3860818598399378,0.006326956821806434,0.09229561473402832,0.09338211782093209,0.36944547566909897,0.005483041261501566,0.14474514224501492,0.09238516553223779,0.3014966388938041,1.5602441228465293e-06,0.2555185898805925,0.07302365474385195,0.374231939779124,0.07953306446249848,1.9261684364034286,40000,96.39238381385803,382.33856654167175
50,0.08781463864165508,0.34,0.34,nan,50,0,0.08781463864165508,0.06616459996331325,0.2628598711286648,0.005853744881147947,0.05990528786289251,0.07356402080472041,0.35460769844009055,0.002489846095953821,0.1664525389845976,0.0802154919704519,0.2975910093249,1.3012851987297483e-06,0.24469555952008887,0.09736066185455737,0.38305174750697796,0.04192188542506557,1.9054441683874888,50000,96.8649742603302,479.2035450935364
50,0.07972503467510038,0.42,0.42,nan,50,0,0.07972503467510038,0.07233623147892126,0.335279044037626,0.00909996806703265,0.051873264110147685,0.06351443832283286,0.29518991963732644,0.0009911546783737564,0.13772939614943824,0.0908637817481303,0.29754624770956944,1.3614852779021526e-06,0.24741246410285161,0.07819607076969308,0.38812744846035924,0.09816050067413115,1.8796419192918599,60000,97.23385572433472,576.4374051094055
50,0.09107025910607901,0.38,0.38,nan,50,0,0.09107025910607901,0.06552384349498047,0.2874360142523203,0.005683065723700983,0.08865535930377323,0.08323114841369149,0.3385012989103056,0.003064493819823994,0.13230417882070056,0.08093005251318187,0.25874336161987554,1.8185940900322023e-06,0.24701116549814656,0.10054337333383191,0.38537570322242737,0.028968463737811888,1.865742186725667,70000,101.80670142173767,678.244110584259
50,0.06348868126602512,0.52,0.52,nan,50,0,0.06348868126602512,0.05765246942763979,0.2724285759684902,0.0028603381617241324,0.048527257218565635,0.05961339545431962,0.2794870740937487,0.0017925920372812885,0.14852176901738467,0.08924713069350129,0.3073368273823057,1.1816636894709803e-06,0.24017303262627007,0.0757484480843077,0.38345726963109517,0.09797295605637303,1.8380037833028355,80000,96.23878192901611,774.4828970432281
50,0.050690561111975,0.66,0.66,nan,50,0,0.050690561111975,0.04971023284860758,0.25135645277792945,0.003916713920135959,0.03888301638377235,0.05342194995068544,0.23985673365877028,0.0018179307512234868,0.14006603950792273,0.09100486138909217,0.2884494144842595,1.336393959030407e-06,0.21073779823862385,0.08952889308847604,0.38472208023941423,0.020178387452110428,1.8374428133324576,90000,96.42871260643005,870.9116141796112
50,0.06428619428405105,0.58,0.58,nan,50,0,0.06428619428405105,0.059163935100895126,0.2644904097371527,0.006639452887850659,0.06111059883836436,0.06494772716532658,0.3023040779629655,0.005123865867911883,0.13674628205708095,0.08132488764452774,0.2796851216575223,1.2339522170166912e-06,0.22656456403229788,0.11123988615455901,0.39132750930629157,1.191110639834057e-09,1.8283923817391188,100000,95.06802797317505,965.9796462059021
50,0.07773498483129894,0.56,0.56,nan,50,0,0.07773498483129894,0.08948897820800639,0.3745862249658242,0.0018406947059856158,0.0610642245267272,0.07879988976303094,0.2669622445168031,0.0007919048728531746,0.1562227545283279,0.09847694643187381,0.32389069464982867,1.8471541555361453e-06,0.25536577956161904,0.09438856040786474,0.39230524836054526,0.0201485676976036,1.809841364780676,110000,97.81567311286926,1063.79532456398
