Eval num episodes,Eval avg final dist,Eval success ratio,Eval success ratio_left,Eval success ratio_right,Eval final puck distance Mean,Eval final puck distance Std,Eval final puck distance Max,Eval final puck distance Min,Eval final endeff distance Mean,Eval final endeff distance Std,Eval final endeff distance Max,Eval final endeff distance Min,Eval puck movement Mean,Eval puck movement Std,Eval puck movement Max,Eval puck movement Min,Eval endeff movement Mean,Eval endeff movement Std,Eval endeff movement Max,Eval endeff movement Min,policy loss,timesteps,epoch time (s),total time (s)
50,0.16308108307542477,0.12,0.13157894736842105,0.08333333333333333,0.16308108307542477,0.09603519984302175,0.35992068702083735,0.016952159234523194,0.1860039604183465,0.08011688845715118,0.3839178291060598,0.03249283865681053,4.264546787720371e-07,1.8108583377599236e-07,6.843961277644205e-07,4.665214040036532e-08,0.02058010774262474,0.00915245360152485,0.03383877725552054,0.0016968670587603721,0,0,6.292106628417969,6.292109251022339
50,0.1348537730812755,0.14,0.13157894736842105,0.16666666666666666,0.1348537730812755,0.06991608289478846,0.29177457424856296,0.016118914257306834,0.04566936114925293,0.03299332614086662,0.1501570956278474,0.004050362985709145,0.08769500148110505,0.0632886056431283,0.25596548934794294,9.044534294019013e-07,0.18601559658327652,0.07508245397959175,0.3408767908146693,0.020914344123111765,4.314441043249979,10000,131.04094982147217,137.3330647945404
50,0.0982650375852938,0.26,0.2631578947368421,0.25,0.0982650375852938,0.06394705218466314,0.28598709433116754,0.0038101986437228483,0.055706961549548906,0.04543169592307389,0.21065342155965439,0.006442583222172977,0.09802301924056427,0.08785991042513766,0.3382122949104532,1.0259063546718987e-06,0.15744891579083878,0.07849569893525554,0.33367281807243204,0.01569105220387736,4.258375006235512,20000,142.1369822025299,279.4700515270233
50,0.0712823461171922,0.42,0.41025641025641024,0.45454545454545453,0.0712823461171922,0.055808251426583265,0.2865688530140942,0.007450155991715918,0.06397522265269394,0.054935289251764954,0.19336186206395128,0.0052745353687513735,0.11895678847851039,0.08034806643100949,0.2794220829998728,8.528469091860472e-07,0.189778862614431,0.09491826941554068,0.3784110515969604,0.021782313781938015,4.205039889557139,30000,141.3383617401123,420.80841755867004
50,0.06979236833694721,0.46,0.45454545454545453,0.5,0.06979236833694721,0.05879147308563888,0.3102297856350574,0.007544510854801087,0.09622153492887277,0.08872573435479826,0.30499643092147044,0.0031818185888943485,0.1451314149140142,0.09258333559446029,0.294820396830924,1.146253820191764e-06,0.19032365841870827,0.10842925417829859,0.37295590373097415,0.000485892526575936,4.174473254003041,40000,140.91644620895386,561.7248682975769
50,0.07848228540993317,0.32,0.24324324324324326,0.5384615384615384,0.07848228540993317,0.05169536582336201,0.2746240588266119,0.016482775798741175,0.08357971459511489,0.07921746523782668,0.3710821182643107,0.002421096991328709,0.13185819638981575,0.08908616885080205,0.30744015200750163,9.64659165133432e-07,0.19242762914596775,0.10034484004433443,0.37797910454621214,0.010002074328878974,4.134293171761291,50000,141.1778552532196,702.9027276039124
50,0.08810494802369995,0.38,0.47368421052631576,0.08333333333333333,0.08810494802369995,0.06660620095885789,0.26920063780995906,0.007962684022606614,0.1038463108577353,0.10380072612870292,0.3448435377740139,0.00382463370112253,0.1298324943608332,0.0895333522023936,0.310004570828186,1.0621443561539679e-06,0.19779741766500977,0.09556415361971032,0.3573027309905868,0.014859650554423212,4.131046583027665,60000,142.00211668014526,844.9048497676849
50,0.08827081225230185,0.4,0.38636363636363635,0.5,0.08827081225230185,0.07523070389875852,0.3739150728143103,0.003466840180081378,0.08719617081188545,0.08431208944691863,0.3000660311109758,0.00740884724376756,0.10591181007669441,0.09098864417562931,0.29895433810310046,8.439629104064863e-07,0.1658107518095596,0.11488881228135817,0.3866681000061402,0.0017542604028313198,4.141180681385712,70000,141.7008719444275,986.6057260036469
50,0.09495033561435828,0.38,0.3488372093023256,0.5714285714285714,0.09495033561435828,0.0865726096654793,0.3486682501078676,0.005028973628887099,0.10888881866463762,0.10907100195337367,0.36115349565995847,0.004779343535643432,0.11313867427173435,0.0903327151295134,0.3184809853472291,9.50426591344736e-07,0.1642275718675656,0.11208041799308208,0.3873065365727673,0.0008060608956214129,4.133897691573539,80000,142.24780917167664,1128.8535389900208
50,0.05661061354401338,0.62,0.6097560975609756,0.6666666666666666,0.05661061354401338,0.046306574427061424,0.1988379357491523,0.006197016694743912,0.07690649797171596,0.09403369765366945,0.3262619818266187,0.0005443734194823837,0.13781214819347823,0.06424131186830163,0.28682444881799124,1.1680005348978514e-06,0.1988731176998516,0.08866297568528303,0.38569113887197626,1.5437303497017004e-09,4.122220920575145,90000,141.22325348854065,1270.0767967700958
50,0.06716719788626188,0.6,0.5952380952380952,0.625,0.06716719788626188,0.06038679577647595,0.21699790337973407,0.006982115059765546,0.08386298279939544,0.08623656131585869,0.3578884835678167,0.004024655448061027,0.13092942965279772,0.08559054789499865,0.3146962259478022,9.520516042234487e-07,0.17391679430330356,0.10057758239781399,0.3811178583960667,0.0014576136552845198,4.124131075687128,100000,142.47443199157715,1412.551233291626
50,0.07508774106104867,0.54,0.5365853658536586,0.5555555555555556,0.07508774106104867,0.07475465680884809,0.33229246780580635,0.007110641095469482,0.0639051342021206,0.06459264663863538,0.33810033759712266,0.0022353751527707678,0.10514367373342276,0.09119535966195408,0.29538466534754265,1.3182611280600055e-06,0.15740369058979875,0.08671374185464535,0.33921693739576925,0.0014223462589868703,4.149823496948553,110000,140.34092783927917,1552.8921654224396
50,0.096918189343184,0.48,0.40540540540540543,0.6923076923076923,0.096918189343184,0.08710630734804443,0.3047419341039334,0.004603938423390515,0.09456039690740427,0.10101806679904142,0.37385976090381473,0.0021359024606734966,0.116394907385224,0.07958979338037207,0.28755239764019325,8.981934738349896e-07,0.18840275704713932,0.1070046133694792,0.37056515864761935,0.013906714826310205,4.1162489277918235,120000,142.63386297225952,1695.526032924652
50,0.06841041206518782,0.54,0.5609756097560976,0.4444444444444444,0.06841041206518782,0.06870604222575286,0.2975103387341169,0.0028168737097429776,0.09962920574831106,0.09360999431281954,0.32419530414014824,0.0037090123856767334,0.13571306074767503,0.08332695645473275,0.31721291298231125,1.701945091449708e-06,0.18432031746554953,0.08754588641730479,0.37424545854046654,0.020239721260730637,4.110298158119125,130000,142.44221353530884,1837.9682502746582
50,0.07456330287654798,0.52,0.5121951219512195,0.5555555555555556,0.07456330287654798,0.06784132969786372,0.25496814956243685,0.0036320323402758196,0.08526498259064055,0.08195489801071419,0.3369655822307879,0.0030479936717671763,0.12317761597944157,0.08957408447189676,0.30921678683570436,9.081041808008985e-07,0.1762481378766729,0.09499979885944,0.37977150060317943,0.0015228499814232347,4.13807173109212,140000,141.2863245010376,1979.2545788288116
50,0.07530008394406484,0.5,0.5142857142857142,0.4666666666666667,0.07530008394406484,0.08469781790849701,0.40438203571992676,0.0012177011140421148,0.08174649458949253,0.08396357185194064,0.3017137577989319,0.0010212455151018492,0.13772888137212008,0.08274221535148554,0.27626366867340935,1.3934731581400394e-06,0.20105939171152773,0.08666328918851186,0.3457347912848462,0.003650614321503082,4.121709719902541,150000,141.91759943962097,2121.1721823215485
50,0.08031755245170283,0.44,0.4090909090909091,0.6666666666666666,0.08031755245170283,0.06759264007457565,0.35311426491419207,0.005197610748291243,0.07999991578097054,0.07095454097919279,0.25833409639071236,0.0013491869182227913,0.12617937385331687,0.09163583653056996,0.28637882585539043,1.140019580975296e-06,0.17223084170626093,0.07432684765437442,0.3638323494080315,0.006060266377471771,4.121237752644833,160000,142.3312430381775,2263.5034296512604
50,0.07021314943881389,0.58,0.6046511627906976,0.42857142857142855,0.07021314943881389,0.07431024527199988,0.27381445926724457,0.0022996677357301934,0.09804496790558512,0.10219947029247213,0.3975953444149337,0.0028870930190679814,0.12786096483235473,0.07954186555739298,0.28209970863504064,1.0296957352988226e-06,0.16451000563689547,0.08587169265192988,0.37530517848577816,0.00383855933772819,4.124336124270895,170000,142.22321200370789,2405.7266459465027
50,0.07988400346328914,0.54,0.5,0.75,0.07988400346328914,0.07792039328814468,0.3026485142400959,0.005191585383930699,0.07567394681825972,0.08607036457594476,0.3931638684038634,0.0045121792453029575,0.10195404403768023,0.08694130161478529,0.31400427676736925,5.71912024627219e-07,0.16695519966849384,0.0983347487173032,0.34691432208242384,0.008099016423051173,4.1103649535601114,180000,140.57981967926025,2546.3064699172974
50,0.06548248492325609,0.62,0.627906976744186,0.5714285714285714,0.06548248492325609,0.07883468057943062,0.38880731774279725,0.006013843503409258,0.06832045294170021,0.07445877621499869,0.35738980677805604,0.002332129304605478,0.11246490307185539,0.08351585376452207,0.28280448947168385,1.3437079623671814e-06,0.16414340391748258,0.07965017185652122,0.3836175792284107,0.0007227257688891997,4.122096336778725,190000,141.81446862220764,2688.120943069458
50,0.05769271006452701,0.64,0.6744186046511628,0.42857142857142855,0.05769271006452701,0.051458011915712296,0.21472630808478724,0.004847878510787595,0.07560811656212117,0.08229009185669836,0.3218017311278746,0.0017936903549054413,0.14854079719473742,0.0826007436898472,0.30020166587835967,1.1849694989703474e-06,0.17993990743295357,0.07996903384970473,0.36608877888654384,0.025145317218738097,4.11698512242498,200000,141.04845643043518,2829.169415950775
