Eval num episodes,Eval avg final dist,Eval success ratio,Eval final door distance Mean,Eval final door distance Std,Eval final door distance Max,Eval final door distance Min,Eval min door distance Mean,Eval min door distance Std,Eval min door distance Max,Eval min door distance Min,policy loss,timesteps,epoch time (s),total time (s)
50,0.1066935426197677,0.54,0.1066935426197677,0.1586129735616325,0.6313281615610491,0.0008326220950492513,0.015908930349388672,0.020018110871160833,0.09455790159759858,7.66502369050244e-05,2.8441075931199804,350000,103.9896171092987,3634.461416244507
50,0.07258826554306969,0.44,0.07258826554306969,0.05440232438422959,0.1987277648103427,0.0006567470660260311,0.026746817770019568,0.02962426053996567,0.13352773084609337,9.156629551687612e-05,2.868316667909357,360000,103.63159441947937,3738.093014240265
50,0.12957762560438313,0.46,0.12957762560438313,0.1173759257062603,0.38044558418813795,0.0008047620475655215,0.03889591908686779,0.059211086257819706,0.21333260916090996,0.00013235611331607888,2.8705527251007164,370000,103.99876523017883,3842.0917830467224
50,0.2291647847351511,0.2,0.2291647847351511,0.17954158356207758,0.5568422236808178,0.00765720149673077,0.13878975804550622,0.15986619990875603,0.48469125797411106,0.0005940477924394338,2.8592307698038826,380000,102.74520993232727,3944.836997270584
50,0.20410159918223353,0.2,0.20410159918223353,0.1710658358403592,0.5953888523397531,0.00842888408818554,0.17967614349922742,0.17977046349334397,0.5953888523397531,0.00013013742701578623,2.84387424986978,390000,104.37532758712769,4049.212329149246
50,0.1385506316411115,0.48,0.1385506316411115,0.17155660436512665,0.6860348371787369,0.0016836137473553725,0.020594244410638406,0.04028527797712105,0.18175843687855192,0.000317308555500162,2.8576024783927982,400000,103.06067204475403,4152.273005247116
50,0.15381619494476825,0.28,0.15381619494476825,0.11393383335744203,0.39372386729980113,0.003187571160824687,0.08382215122638638,0.09923313113502222,0.3199584953990869,0.00010717274933846888,2.8626064184965685,410000,103.42778038978577,4255.700789690018
50,0.15108415868977396,0.34,0.15108415868977396,0.15452513212102323,0.5636377740944222,0.0013246957765028489,0.054817907234233465,0.11071500587544066,0.5636377740944222,6.233023273977123e-05,2.8515880603664083,420000,104.01316690444946,4359.713960647583
50,0.16274825222578262,0.2,0.16274825222578262,0.11674455692870131,0.40583525360852823,0.0008090429215992789,0.08671825947357012,0.12038218249493432,0.3607051017718392,0.00018026676543833609,2.8827984208626014,430000,102.8202772140503,4462.534241437912
50,0.24506100420893395,0.14,0.24506100420893395,0.17353920737859851,0.5670333358069473,0.0011734421591883537,0.18140882898165078,0.1634853661912615,0.49532489687975717,4.7299020755842136e-05,2.869191588908553,440000,104.47079563140869,4567.005041599274
50,0.1892110978609037,0.52,0.1892110978609037,0.22123097063047806,0.6413797367705445,0.005184726246437732,0.013828994743127295,0.011616125281696222,0.05287227310007547,0.0008372467152753527,2.858825788712999,450000,103.06970930099487,4670.074754953384
50,0.20845254305332134,0.22,0.20845254305332134,0.17236377363260075,0.6408474331559479,8.411949916972694e-05,0.10678850138616007,0.12196371938778472,0.3841393749074939,8.056141921342075e-06,2.8435901458497086,460000,104.33131051063538,4774.406069278717
50,0.1612272017898102,0.42,0.1612272017898102,0.2000060029646044,0.6250563518422665,0.0018641872149043337,0.01462601371202478,0.016380726643949933,0.07003772080762816,0.0005980210423390253,2.8518694117521637,470000,102.55939030647278,4876.96546292305
50,0.17967620847199747,0.26,0.17967620847199747,0.12985860729778953,0.4704884890000871,0.0008916946028277306,0.10758579300414084,0.13575968125428342,0.3800244167382438,6.457742253204724e-05,2.8376587095212904,480000,103.12199187278748,4980.087459087372
50,0.09872137581877011,0.58,0.09872137581877011,0.16674954340487713,0.6618550662013479,0.0001686144475867568,0.01778116599322174,0.025564318467220994,0.12054732658458178,1.7114308857424376e-05,2.8647438114279473,490000,104.65056896209717,5084.738031864166
50,0.11650361354860529,0.4,0.11650361354860529,0.10923384224309117,0.3735226602032437,0.0004970627162189656,0.0542818722629661,0.08156036694690685,0.29975177795511776,4.746376639597205e-05,2.866368305367519,500000,102.922128200531,5187.660163640976
50,0.09836573828076478,0.5,0.09836573828076478,0.1070810119537982,0.39786518036613444,0.0008749355730142128,0.008342478126366952,0.009177853093480081,0.03817923557199909,2.2976182019712743e-05,2.8392553376789103,510000,104.27286529541016,5291.933032751083
50,0.13108053497693473,0.44,0.13108053497693473,0.13788725357118714,0.45209835148078087,0.0012352776079568861,0.09163913673762818,0.1357186837350366,0.4520983292567066,7.407519722446576e-06,2.8190993632494745,520000,102.58666825294495,5394.519705057144
50,0.18939775077569204,0.32,0.18939775077569204,0.1542382896324675,0.5062316817245025,0.0026438297327958937,0.11552684000131447,0.12938331556659752,0.37564686285112636,1.1291450574768547e-05,2.853989026576423,530000,103.67614841461182,5498.195857048035
50,0.1351297546711869,0.26,0.1351297546711869,0.10476626219574464,0.36182248421212937,0.00018225331659349475,0.05653916963919083,0.0778952105413832,0.324206163829192,8.39116366476711e-05,2.8608750614967526,540000,103.25065898895264,5601.446520328522
50,0.09825731568097944,0.48,0.09825731568097944,0.11760373926463034,0.5596086584360558,0.0001744641454998197,0.03619154824137383,0.04743056850945471,0.14418150288635628,4.549265502562516e-05,2.8421868696176333,550000,103.72800040245056,5705.174524307251
50,0.24268748970142112,0.2,0.24268748970142112,0.17742202741502563,0.5685289682627515,0.0029907276635448565,0.18165506004911788,0.16366153744752626,0.49503549159594656,0.0005007285885971213,2.8547736070091445,560000,103.43395185470581,5808.608480453491
50,0.10750875592588838,0.5,0.10750875592588838,0.11178120402305351,0.3351480768290337,0.00019791652325751308,0.05625624105425604,0.07732631641112261,0.26052250659917836,5.696997119009062e-05,2.829292228683816,570000,103.11888432502747,5911.727368593216
50,0.07614728108565912,0.44,0.07614728108565912,0.0689916788919736,0.25103142416951424,0.00016560759805328562,0.03609428772234294,0.047368855060666376,0.17711266115372065,0.0001154626780776602,2.8629473699122236,580000,103.89298748970032,6015.620360136032
50,0.13339643298878404,0.22,0.13339643298878404,0.10015341702428714,0.3752539045310279,8.986731365678846e-05,0.06703787111254511,0.0848508245007233,0.30093446559678483,3.09005315640154e-05,2.834474508952665,590000,103.42456340789795,6119.044927597046
50,0.07210940675801297,0.56,0.07210940675801297,0.11707624589019704,0.5688577792051162,0.0033360118140569606,0.017309021302436126,0.017399898944767327,0.05995870287392066,0.00027722620917802754,2.8445161043240956,600000,104.27172470092773,6223.3166563510895
50,0.13193129246456015,0.46,0.13193129246456015,0.14282210602224213,0.49654901285696273,7.433775926568575e-05,0.07650757919977018,0.14405539791371663,0.49654901285696273,7.433775926568575e-05,2.849898062002156,610000,103.74881958961487,6327.065479516983
50,0.17563372493563467,0.2,0.17563372493563467,0.121872423405425,0.4229847909663278,0.00225343537370451,0.10777906188175392,0.126497667834169,0.4229847731997198,7.430763035248811e-06,2.8493869250231216,620000,103.5698471069336,6430.635330200195
50,0.08351253570194173,0.4,0.08351253570194173,0.079953647630975,0.4217974740005532,0.0009979365045251765,0.044555397749534605,0.07870665839495716,0.42179746358098863,4.7014901451425395e-05,2.841855029087454,630000,102.89503574371338,6533.5303699970245
50,0.10478443080001516,0.52,0.10478443080001516,0.12651937465879884,0.4505241002933714,0.0005468494446310146,0.07982992105746307,0.13369891520898777,0.4505240601547477,9.638461812500054e-05,2.834673741189846,640000,103.86591339111328,6637.396287202835
50,0.17438952848024886,0.16,0.17438952848024886,0.13929429090985765,0.4480059962567665,0.0007561072426740534,0.1125032129774582,0.1442199388999561,0.44800598097380123,2.340919346616177e-05,2.842069982099901,650000,103.7691388130188,6741.165429592133
50,0.23714558875825945,0.1,0.23714558875825945,0.1315549578564516,0.5136471128119366,0.006713818782502268,0.1472563187813782,0.14225740516869015,0.45569191291003713,0.00016135605087763683,2.8146931165475753,660000,103.2628185749054,6844.428251981735
50,0.19104185761059772,0.24,0.19104185761059772,0.17245629030464102,0.591421183909488,0.0016056631012330014,0.0814124147876264,0.10093524873790737,0.28480269597127866,5.8729331953721875e-05,2.8471186175726286,670000,104.47929573059082,6948.907551527023
50,0.10376986745445321,0.46,0.10376986745445321,0.10505468690146187,0.41767573311794015,0.001425407491302766,0.01652493746307128,0.024932500317873512,0.1049593677671154,5.45380219642011e-05,2.8479858848583843,680000,102.90352654457092,7051.811081647873
50,0.18059781367880004,0.22,0.18059781367880004,0.1371201488887759,0.4736275493612464,0.001459512268312868,0.11512334508724126,0.12256553872866172,0.4031334817780591,7.465679255785895e-05,2.856965915409896,690000,104.48135185241699,7156.292437076569
50,0.19705659948391954,0.44,0.19705659948391954,0.2197072885300692,0.6027562010511139,0.0020824889550483117,0.019199893627754313,0.016349753857220675,0.05672668157155175,0.00016491593549294858,2.8374441824799543,700000,102.80216646194458,7259.094607114792
50,0.19888294906377726,0.08,0.19888294906377726,0.11318877733431176,0.3994847713212537,0.0027141212010936,0.1411376013847615,0.13413659126080688,0.39948471340085445,5.2510710088382595e-05,2.8498863901914113,710000,103.95043182373047,7363.045042991638
50,0.24522142021888996,0.14,0.24522142021888996,0.14303355602811405,0.4865063900442794,0.005974767039225393,0.16247679654363978,0.1549686086972528,0.4608390041313047,9.236130879824653e-05,2.8625508362048087,720000,103.66581654548645,7466.710862874985
50,0.18009999044273478,0.18,0.18009999044273478,0.13900260434898803,0.46768007071082474,0.004809000985878276,0.11789457825084973,0.12822534986454795,0.39358652236288993,3.662550470046044e-05,2.8534445092837832,730000,102.93265628814697,7569.643522977829
50,0.0637778292918264,0.7,0.0637778292918264,0.07564604160834647,0.3122258060730804,0.001177003706227621,0.0325411855708974,0.05453701086618722,0.23770951102708437,1.8667534673888486e-05,2.8484943790058526,740000,104.74478912353516,7674.388316392899
50,0.10271179274584813,0.48,0.10271179274584813,0.10969317635498468,0.3519994744130439,0.0010558390357061631,0.010655622836355684,0.011212484944281174,0.052393499215802775,0.00011197873916046763,2.839406811594059,750000,103.22521638870239,7777.613536596298
50,0.18391042734748697,0.36,0.18391042734748697,0.1612238256613965,0.5055076863889939,0.001926152017161148,0.12242237506931714,0.14577577778515488,0.4153602806183725,0.00020687595046930962,2.842472004988151,760000,104.41085958480835,7882.024399757385
50,0.19889553177939243,0.06,0.19889553177939243,0.123288018263857,0.4462176671665397,0.015059160364199187,0.12228508814858977,0.12076575485904983,0.3720885262763197,0.0004384475235679197,2.83644853909786,770000,103.30662226676941,7985.331025600433
50,0.0914630762720385,0.56,0.0914630762720385,0.1087594444371858,0.3940156932286057,0.0006492944113833943,0.009579025792294608,0.007803105419211595,0.02884621236269952,1.0506046919322998e-05,2.8307600145605134,780000,103.63016390800476,8088.9611937999725
