Eval num episodes,Eval avg final dist,Eval success ratio,Eval final puck distance Mean,Eval final puck distance Std,Eval final puck distance Max,Eval final puck distance Min,Eval final endeff distance Mean,Eval final endeff distance Std,Eval final endeff distance Max,Eval final endeff distance Min,Eval puck movement Mean,Eval puck movement Std,Eval puck movement Max,Eval puck movement Min,Eval endeff movement Mean,Eval endeff movement Std,Eval endeff movement Max,Eval endeff movement Min,policy loss,timesteps,epoch time (s),total time (s)
50,0.1589739329469028,0.1,0.1589739329469028,0.09276395983450109,0.3350034180335256,0.022684709319596423,0.22573898850928623,0.10546212845437888,0.42542969229893,0.015275191412985277,0.00871195061180647,0.01807149996451483,0.07438413500570705,2.090477933405043e-08,0.18600977338079935,0.006465150169730662,0.194412287966563,0.17217611179928183,0,0,7.396146774291992,7.396150588989258
50,0.13088082244007646,0.2,0.13088082244007646,0.08705453413832707,0.3389734521979202,0.008015259155746503,0.07935316362406036,0.05929749120153924,0.27016418234082645,0.003348881449765786,0.07618477126138971,0.07648409750378385,0.2729401188262801,6.62394541822897e-07,0.2292276096686819,0.0965150186374002,0.3910584494718642,0.014037558829498208,2.1185037488800886,10000,160.43943190574646,167.83558750152588
50,0.1148026839268265,0.3,0.1148026839268265,0.08769970345009499,0.3504720143809825,0.008873018262171057,0.08482618555401507,0.09686778290439156,0.37668413043403354,0.005888945129745419,0.068675761679944,0.06708428404183558,0.271182571396187,6.659493302020678e-07,0.20408208859958463,0.11493535862616579,0.38455852585022077,9.925795053162846e-10,2.06466608169557,20000,169.44409012794495,337.2796833515167
50,0.10405288679251791,0.28,0.10405288679251791,0.07276860092239831,0.32453752426264937,0.012485412354779154,0.08332494754344384,0.08447825753810764,0.36630853193510793,0.006828722634308411,0.10673961518334148,0.09138092601402628,0.2983321515542088,9.125521667763352e-07,0.2197672554460985,0.10353048479803184,0.38960904415733444,4.99131010577805e-10,2.015581050653324,30000,173.94317245483398,511.22286009788513
50,0.10359659704502025,0.22,0.10359659704502025,0.07147592081263286,0.3291266447463607,0.007272195457108515,0.10636361147363632,0.09328028270128423,0.3488958934120522,0.0028642382662250722,0.11692836401852418,0.09228746839647131,0.3052504101676535,8.704801446285306e-07,0.248067574578088,0.1064078316256949,0.3775010142202594,0.00030215254739472165,1.9940955137859278,40000,168.4428791999817,679.6657438278198
50,0.08740100469847664,0.38,0.08740100469847664,0.07354023145506429,0.3877789841427421,0.01041589808876897,0.0886733805946599,0.08698308742435922,0.41373966934515644,0.004417226353420744,0.11042460322861347,0.07554197305374423,0.2664808326717333,2.408459415187847e-07,0.23121007903126028,0.08170732643436514,0.37474402068857293,0.03567969929007077,1.9832980440414587,50000,168.55896949768066,848.2247180938721
50,0.06751490924159648,0.48,0.06751490924159648,0.049134856476281435,0.2226135501248541,0.008963787956523481,0.06190159491831142,0.05197661590491881,0.243195668359715,0.0025164397762973446,0.11195059245800389,0.07782152358100776,0.286931889155089,6.556861055285532e-07,0.21988410250836044,0.09916826530943156,0.38470134832602804,0.0006189911636402789,1.9376072725173943,60000,151.93835830688477,1000.1630806922913
50,0.09657622858787036,0.28,0.09657622858787036,0.061737144983725775,0.23698229677509863,0.008717634131510919,0.11475796435742139,0.0941704267805189,0.3708233765318503,0.005214090024325436,0.1372792479240505,0.0685707723647746,0.281884965946308,5.382212400075803e-07,0.23824918365752454,0.08723679830731584,0.36398775239394376,0.03983653735263736,1.9266787732457402,70000,149.90893626213074,1150.0720221996307
50,0.0833571940520844,0.42,0.0833571940520844,0.06909881949517531,0.27925771685691325,0.0065410459459119535,0.07795900847062524,0.06855889159186493,0.24638591012487293,0.0035998757272228538,0.11455601096073446,0.07842896513097676,0.28125203903306745,8.245890192371648e-07,0.24836287247691666,0.09811873232892258,0.3862441541239549,0.01964267449725879,1.9210505854899071,80000,151.6007480621338,1301.6727759838104
50,0.0706523510810808,0.42,0.0706523510810808,0.06196296443557302,0.3440947102593771,0.0018616647335058935,0.0731839124267397,0.05594744554184793,0.31817801529370715,0.006584747204456313,0.1299670297038392,0.08829906377807724,0.31123730293416985,4.680580750864167e-07,0.21131056989902192,0.09748670905837714,0.3811562918093663,0.005103228450829579,1.9207766674194469,90000,150.641517162323,1452.3142974376678
50,0.09248272065773505,0.38,0.09248272065773505,0.08264141969688545,0.353658356428586,0.009692159254540296,0.10567049073085762,0.08192297909593853,0.35388423284816967,0.005552551315453464,0.11815136640887294,0.07649571687630904,0.2913975935003183,4.6206841157812006e-07,0.23957594955216852,0.0906686368595072,0.3657429705216897,0.004103603430768264,1.8958386701501835,100000,151.39638352394104,1603.7106850147247
