Eval num episodes,Eval avg final dist,Eval success ratio,Eval final puck distance Mean,Eval final puck distance Std,Eval final puck distance Max,Eval final puck distance Min,Eval final endeff distance Mean,Eval final endeff distance Std,Eval final endeff distance Max,Eval final endeff distance Min,Eval puck movement Mean,Eval puck movement Std,Eval puck movement Max,Eval puck movement Min,Eval endeff movement Mean,Eval endeff movement Std,Eval endeff movement Max,Eval endeff movement Min,policy loss,timesteps,epoch time (s),total time (s)
50,0.1589739329469028,0.1,0.1589739329469028,0.09276395983450109,0.3350034180335256,0.022684709319596423,0.22573898850928623,0.10546212845437888,0.42542969229893,0.015275191412985277,0.00871195061180647,0.01807149996451483,0.07438413500570705,2.090477933405043e-08,0.18600977338079935,0.006465150169730662,0.194412287966563,0.17217611179928183,0,0,4.830620765686035,4.830623388290405
50,0.14159253440699712,0.1,0.14159253440699712,0.08110871861388703,0.30450035792773145,0.020898199222417327,0.06736771221729516,0.052490253309218894,0.21108276630178333,0.0027658623692910925,0.05048614477663868,0.05945353924638441,0.17875172336687356,9.442364100712256e-07,0.24722428046585102,0.0941781610412774,0.38786990328253806,0.0005654747245655163,2.1260109478692124,10000,85.82196021080017,90.652587890625
50,0.10743875142341469,0.32,0.10743875142341469,0.07923761622829933,0.35260542721565424,0.006520058331782969,0.06798937725989136,0.0643982857020613,0.35194997081476714,0.0068724311916187365,0.09723798709552296,0.07199959432335201,0.26180513982586273,1.2405894456141185e-06,0.2165794350732,0.10366123845993648,0.3907561823500572,0.0196786206939215,1.992255059719079,20000,90.72843098640442,181.38102221488953
50,0.09393494606983004,0.3,0.09393494606983004,0.060531255023105975,0.2825617140435478,0.006847978832047987,0.07380603245198848,0.07914723047829973,0.3125557604470738,0.0037727694396719716,0.1207494324437225,0.09715231490262634,0.30104129437504457,1.1776266839015587e-06,0.24218243068973966,0.09790703097087698,0.38871780517413385,0.0026201458698918724,1.92836315306247,30000,92.96097803115845,274.3420042991638
50,0.0751105394552267,0.36,0.0751105394552267,0.052236483126974195,0.23412152243123197,0.02001975110195358,0.06459843591619506,0.08314968405090725,0.352200102546604,0.004928950112461364,0.1585037264509178,0.07439564140301926,0.31353679693235614,1.1670232447726775e-06,0.2595648186048328,0.08836516782712943,0.39138249750593496,0.06463568047043378,1.8739318735152972,40000,90.78544282913208,365.12745094299316
50,0.05672877070231786,0.5,0.05672877070231786,0.0361876392091527,0.2156897443861978,0.009168785089916545,0.06586921296563619,0.06335772122806936,0.3130513943489344,0.004151736227931864,0.14878034510127475,0.08757781584020384,0.2973787687071646,1.0292678773823264e-06,0.2766841837920736,0.09241635073842354,0.39464316204325045,0.022765593096234438,1.890686105843455,50000,92.52450346946716,457.65195775032043
50,0.08885463693805479,0.36,0.08885463693805479,0.06859038497704599,0.26419113239231673,0.0014873864923819645,0.0733848144297337,0.08491119655336847,0.34254523284374977,0.0035808301053202344,0.18519832637382458,0.09380276436037477,0.3498558946254109,1.162475138455839e-06,0.26715649352433996,0.09914032249454263,0.39118193488328556,0.021881607170701048,1.8436926268191223,60000,91.07512879371643,548.7270901203156
50,0.07421770289134395,0.32,0.07421770289134395,0.057978107067131975,0.28185718735284915,0.009682526603378507,0.07076278669659597,0.07833346831193777,0.3189719939620642,0.0019743047982362935,0.12185876216105607,0.09982722083535012,0.3034356650959347,1.0630771297699834e-06,0.25554006717537897,0.1010919767340891,0.3892238693201753,0.020351521945125385,1.831707813648561,70000,92.66441082954407,641.3915047645569
50,0.07666765644524635,0.42,0.07666765644524635,0.05738121211790917,0.23415455488273007,0.014334645607981752,0.08433217453063983,0.09081962986683338,0.33941042703970437,0.005758959760917998,0.16866138125582605,0.08435379375831384,0.31126835506272815,8.82434972866448e-07,0.27099509659165166,0.093159013596091,0.38786010542711913,0.06008914053711024,1.8107206201338737,80000,91.2112364768982,732.6027448177338
50,0.06387251295431627,0.48,0.06387251295431627,0.06191154214594169,0.295490191805203,0.0071194992529724525,0.06132524876471985,0.07074369527979306,0.3315702786519784,0.003020591083917233,0.12071434991328076,0.09786751192675994,0.3542873514918947,1.450285461575565e-06,0.22055065776914187,0.09462709891012198,0.39599996083870237,0.024736291687044512,1.8248016316428317,90000,93.84440588951111,826.4471545219421
50,0.06133696615463669,0.68,0.06133696615463669,0.07595470841988354,0.3750060207509699,0.006517527424839707,0.0532761850652012,0.0625162902750457,0.34160568211710585,0.004374283366896643,0.16180370419625842,0.0942734598199056,0.3447179267601876,1.1893630213239526e-06,0.2641093806283452,0.10372611362136651,0.388510851119869,0.022716973700823533,1.8121422620839356,100000,91.64358472824097,918.0907428264618
50,0.051625469603411196,0.64,0.051625469603411196,0.0377377345092749,0.15756744152819227,0.007472687325983154,0.04811703927934776,0.05936815984902902,0.24797951400761578,0.004226673470679775,0.11575110842087515,0.08748168447343269,0.298734757997785,1.4425960458790196e-06,0.22668435521124708,0.10050372194761666,0.38739873936607794,0.020285702689112978,1.8075414270002859,110000,93.11214852333069,1011.2028946876526
50,0.06652981185289322,0.5,0.06652981185289322,0.05988169745918907,0.21952905845518167,0.003986978653552896,0.08279941449735712,0.08775805948161017,0.2847446321144174,0.002977127535475554,0.1458126990437189,0.09656411630010227,0.35120468154675955,9.1744404555964e-07,0.21289832166069383,0.09813273057888298,0.36812152846450347,0.01881255203305514,1.7801008146091355,120000,91.58363509178162,1102.7865326404572
50,0.05230576842988274,0.62,0.05230576842988274,0.04545693770961186,0.22112675800683815,0.007601513250200567,0.05474538240578711,0.0681608628957701,0.2969379357040683,0.005115127718874884,0.14425663590690735,0.09575515390009465,0.3562899435983863,1.2286673296677287e-06,0.2435976011685922,0.08852383889111012,0.38306950417204966,0.044139535000251806,1.7852547475107836,130000,92.40257096290588,1195.1891076564789
50,0.05581718207783168,0.74,0.05581718207783168,0.06661446997649234,0.31785969124114316,0.006196881279319807,0.05207906148956644,0.07396474709343294,0.35475921140785355,0.0016225701328677071,0.15131701199467773,0.08479646492323006,0.3175917827903319,1.051583576284128e-06,0.21840943842634747,0.09240322962972843,0.38685853341940796,0.03892337647125004,1.7597335467894135,140000,91.62733364105225,1286.8164448738098
50,0.05866123297093221,0.62,0.05866123297093221,0.0629612372513976,0.3153198603490993,0.003251030161667651,0.07648475010294145,0.07823662756333503,0.2924167372471458,0.003086414088736603,0.15589067892899838,0.08764112691796874,0.3320543485491055,1.2851524807121863e-06,0.24001107369611044,0.08735740881191953,0.37905807829752197,0.03997062989232553,1.7840767035767877,150000,91.8416199684143,1378.6580679416656
