Eval num episodes,Eval avg final dist,Eval success ratio,Eval success ratio_left,Eval success ratio_right,Eval n_left,Eval n_right,Eval final puck distance Mean,Eval final puck distance Std,Eval final puck distance Max,Eval final puck distance Min,Eval final endeff distance Mean,Eval final endeff distance Std,Eval final endeff distance Max,Eval final endeff distance Min,Eval puck movement Mean,Eval puck movement Std,Eval puck movement Max,Eval puck movement Min,Eval endeff movement Mean,Eval endeff movement Std,Eval endeff movement Max,Eval endeff movement Min,policy loss,timesteps,epoch time (s),total time (s)
50,0.13353648691062767,0.0,nan,nan,0,0,0.13353648691062767,0.07421034918614364,0.3361514252355683,0.052660808275430716,0.23523373909708886,0.07232266270014953,0.4247156399285039,0.2000841815779821,0.0115114654203303,0.02079710252587891,0.09923043099809839,4.494557880080261e-08,0.18671769796721674,0.0069358657985671215,0.1948930749331148,0.17232738602038464,0,0,5.027173757553101,5.02717661857605
50,0.11198274822804702,0.02,nan,nan,0,0,0.11198274822804702,0.07709368911463378,0.3258092675240911,0.04693793650765285,0.06990121226642595,0.10820579063524219,0.3771029082944413,0.005184593844352967,0.001417616170226605,0.0056597689516667314,0.027733079363044172,9.604923018514084e-07,0.020721125461165363,0.01658451783700534,0.06456267223966802,4.3184624751619066e-10,2.1208493362926077,10000,88.01008367538452,93.03726434707642
50,0.10853213444256679,0.0,nan,nan,0,0,0.10853213444256679,0.06652832682919625,0.3411010196511821,0.05106412161981565,0.06235156790677296,0.0956551278502099,0.3673592362786535,0.011413823754337605,0.0006763879909492982,0.003475494733872111,0.02221258622958748,1.0749957735062812e-06,0.020042677187708642,0.012429576907316307,0.05745217226276557,1.2765502564292296e-09,2.02010222576648,20000,94.81008124351501,187.84734964370728
50,0.09450512780999447,0.04,nan,nan,0,0,0.09450512780999447,0.05198317710186523,0.297632220873293,0.031433352044617655,0.053284114655918494,0.07764444880239908,0.3572420662438339,0.006073445850138922,0.0007106435437773317,0.0038912527900610045,0.026479963627795047,8.7989473391308e-07,0.023589972010611634,0.01532421110956054,0.06727086449556272,1.795779971004312e-09,1.9408039188853408,30000,95.23665356636047,283.084007024765
50,0.0993551813450718,0.08,nan,nan,0,0,0.0993551813450718,0.0631587562363167,0.3293743371731639,0.03655572741380375,0.06530510596526247,0.08771219335916912,0.37241693337013293,0.0060942361427574416,9.932905340675785e-07,2.5075156776143355e-08,1.0217566080365017e-06,9.363818929100904e-07,0.018242212735717477,0.010711768058432604,0.04203137561579884,0.0005520861333747357,1.8634898321924733,40000,94.3676028251648,377.45161390304565
50,0.12254767306627228,0.08,nan,nan,0,0,0.12254767306627228,0.08372087225183503,0.35558421106174876,0.04121289811248836,0.09500306316480063,0.11384842652426384,0.3949098327039482,0.011514853035752233,8.550936142332249e-07,2.0264288648340297e-08,8.856486544606037e-07,8.086408051059041e-07,0.014041143035624828,0.013169378654133687,0.0553793580387005,8.240798845613351e-10,1.8260907878322103,50000,96.20926070213318,473.6608784198761
50,0.0830575643759488,0.14,nan,nan,0,0,0.0830575643759488,0.04170054782553215,0.3273144831330582,0.03307110960913855,0.05429423989624624,0.05112587287512718,0.36097957523548646,0.0052166134370981165,5.059610524757606e-05,0.0003475330112130149,0.002483327181068736,9.061662364042593e-07,0.018670140424584723,0.013494932689274491,0.060026710126838474,0.0005683042047411968,1.7617636917521746,60000,94.5994303226471,568.260312795639
50,0.11788221781151544,0.08,nan,nan,0,0,0.11788221781151544,0.0866677558979138,0.3311012851334754,0.036841569907227534,0.10215288551192371,0.11536448560235306,0.3715357724835831,0.00543464023750618,0.0018663526532675893,0.007477155706786088,0.040326319439219056,5.852153044838649e-07,0.021579131819656965,0.01881315672068179,0.08026470790172832,0.0005388502491913513,1.7433001028745279,70000,95.75744485855103,664.0177617073059
50,0.11297137032370372,0.04,nan,nan,0,0,0.11297137032370372,0.08296653542287417,0.3551035079219481,0.03552400310449159,0.09104191211138271,0.1165793640176677,0.40341977725338607,0.005271801219388016,0.0029910896448011688,0.014980724189573271,0.09862720575678052,8.94953927374176e-07,0.027468560803151663,0.03336268875617659,0.17266547867792717,0.0002502160973057295,1.7325484069777632,80000,94.03176307678223,758.0495285987854
50,0.09031456729729927,0.06,nan,nan,0,0,0.09031456729729927,0.04725046895224147,0.32755324219300735,0.03512416823771293,0.05735085907042868,0.06790131130270494,0.37626351987397544,0.005182002887230634,0.00046288816808403194,0.0023872438918346264,0.016097841751384307,7.55574429362452e-07,0.022323982125272784,0.020224729457596825,0.09863023939234038,0.00048566350357954,1.6913648145343918,90000,95.35232758522034,853.4018602371216
50,0.09414848107878965,0.1,nan,nan,0,0,0.09414848107878965,0.060950491349093666,0.3108501219830295,0.03122210240530764,0.05933605031959902,0.0858688805564507,0.3573416675124078,0.005175796984072686,0.008702165614380863,0.04494996774547077,0.3038968181733281,7.862008164189165e-07,0.03578804332539893,0.0508374639506077,0.3382346348323528,0.0007410668339526301,1.6390253173501463,100000,95.09514307975769,948.4970073699951
50,0.09037482374057598,0.06,nan,nan,0,0,0.09037482374057598,0.05133268625703358,0.3246341333515809,0.019176670870576205,0.057231071370972206,0.07085287896542707,0.38573624537064016,0.0051983978942789855,0.006494132260872959,0.04256771327411615,0.30376350484302217,7.633725891519639e-07,0.02557229253174033,0.0490155741586473,0.3345904006238021,0.0008258880685764043,1.6123549675676676,110000,94.82235169410706,1043.3193628787994
50,0.10459706464693219,0.08,nan,nan,0,0,0.10459706464693219,0.06078217726177067,0.3119619378371412,0.0392994393877785,0.06969213535274782,0.09051454547504315,0.3693441236642862,0.00555894043696997,0.002722663308393139,0.013311084049122136,0.08970354479673157,8.185970228954651e-07,0.02851168244656608,0.03316306094192572,0.186659089944243,0.0005820737054993724,1.6011798769199104,120000,93.42058086395264,1136.7399480342865
50,0.08810699927388507,0.08,nan,nan,0,0,0.08810699927388507,0.04180627928305024,0.30770634592615054,0.026232447341949204,0.05261870264943018,0.06261423957223278,0.37488856042721996,0.005293288075765562,0.019887628650476264,0.07441370649596386,0.33330460955481,6.684523921522863e-07,0.038100484742137744,0.07556407102287903,0.3361684934959884,2.2768949593366328e-10,1.5841072711213988,130000,96.13304615020752,1232.872998714447
50,0.07802108212002355,0.08,nan,nan,0,0,0.07802108212002355,0.020526282665789233,0.12287291880376644,0.03320097130729993,0.036554825961606356,0.024885783863885763,0.09358961941041308,0.005218964824360227,0.02846703762076609,0.08577031916709009,0.31201676898119285,4.863397798601615e-07,0.045642886485233645,0.09035686577111197,0.330168071735277,0.0004834585388483985,1.5327868770754989,140000,94.53010296821594,1327.4031057357788
50,0.10020852181822365,0.02,nan,nan,0,0,0.10020852181822365,0.06076990157321732,0.29216563047157357,0.04981505916833274,0.07694844990274792,0.09374350508347064,0.3527045725243491,0.005209227219247131,2.6986136992633412e-05,0.0001484784266852893,0.0010291861106189297,7.615770880049253e-07,0.021871612193010304,0.02616991624012241,0.11532666220352733,0.0004499935058634865,1.5233134051731991,150000,94.97059202194214,1422.3737018108368
50,0.07871466568060566,0.06,nan,nan,0,0,0.07871466568060566,0.018653002185207077,0.11639122503337222,0.03914595630146906,0.05278292960783318,0.04314261590434107,0.30125131485760626,0.011693863645307492,0.018775718720085918,0.07062444391114775,0.3274521180973886,8.671544813335e-07,0.026685942035988258,0.0537398336020515,0.2975237846025809,2.2223980364367033e-09,1.492743184448454,160000,94.89171648025513,1517.2654223442078
50,0.09035916729701515,0.08,nan,nan,0,0,0.09035916729701515,0.04822102542406249,0.2697581933058397,0.033983943902409365,0.062035975898501274,0.07855690848917708,0.3306816662444511,0.005313171130711208,0.022630874896739584,0.07543460157856216,0.29392066723493976,7.148115076906214e-07,0.036823797663824376,0.07593302920794702,0.3531870080593565,0.0002465049071920724,1.4772292964189078,170000,93.91968870162964,1611.1851155757904
50,0.08098617594417647,0.12,nan,nan,0,0,0.08098617594417647,0.04219828594628595,0.33889382753293007,0.02597381370636584,0.054158973609671014,0.06542162481608937,0.38654723043245676,0.005701479619706494,0.025976202820688927,0.07893499323388146,0.29805921066957325,7.079861190215574e-07,0.03953428614357932,0.07734075025912944,0.3426255563260021,4.2631128426924345e-10,1.4600145817683114,180000,96.0297782421112,1707.2148983478546
50,0.07743303994699725,0.12,nan,nan,0,0,0.07743303994699725,0.022787150799200382,0.13242401503447035,0.029828903624082446,0.06377283876587392,0.068169443155849,0.31575907262183167,0.0076291396733443465,0.0304978026703826,0.09190317598174708,0.3502623400563806,7.476259897133684e-07,0.024336113500141573,0.05845111294149574,0.3422555252744883,1.2948283913702386e-09,1.4818525092827304,190000,94.23659586906433,1801.451498746872
50,0.07879297867753532,0.16,nan,nan,0,0,0.07879297867753532,0.030559566574084932,0.24506979508501778,0.03142223072368442,0.053116504057144284,0.04162773195144642,0.2951174573070755,0.005686663074761481,0.024146082459365698,0.07997143553987791,0.3033076525789293,8.276648068420906e-07,0.03573168401179971,0.08645739265167612,0.34141691171967364,0.0003605134440975889,1.4413691954655903,200000,95.2618682384491,1896.713371038437
50,0.0897546726622413,0.1,nan,nan,0,0,0.0897546726622413,0.05906072112362047,0.38505689802063464,0.03266516411495572,0.05120617544370752,0.07003972896174088,0.3736190425559135,0.0050363055940933895,0.03351866639081339,0.08728631482027921,0.3090259014616474,8.050525286345479e-07,0.055572069465358025,0.09788365861449444,0.34999163830808905,0.0002462338251068932,1.4199034360406744,210000,94.56622219085693,1991.2795975208282
50,0.07857071223811654,0.1,nan,nan,0,0,0.07857071223811654,0.028893211214804013,0.22393409658079033,0.026461515412018095,0.04745416206799679,0.04144256854872907,0.2713699857586097,0.006513121937741107,0.05266404302487702,0.11290254584086615,0.3489274366643218,6.280385096320722e-07,0.07220277804953774,0.12176784775760763,0.35088266787217043,1.018551477611237e-09,1.4077260766211313,220000,95.32180404663086,2086.6014053821564
50,0.0801417696552394,0.1,nan,nan,0,0,0.0801417696552394,0.021436912976762496,0.12460170564158143,0.03574453230936681,0.047414313092890695,0.027922742711777627,0.11898334089299545,0.005186189122183887,0.009965761689997112,0.049510498346514616,0.2983441918784946,7.51566660027101e-07,0.02602492683156298,0.059276230225843725,0.34515565127063363,5.648030307316711e-10,1.3864743652161937,230000,94.68297982215881,2181.284388780594
50,0.08496474301181958,0.12,nan,nan,0,0,0.08496474301181958,0.037810607225240773,0.2438927356363012,0.027655327548005943,0.0552378092087765,0.05349530325807384,0.30057238937386177,0.005378602999592086,0.010418451713699954,0.05366647756719892,0.34765622302819527,5.677734895517134e-07,0.026320324603607913,0.06433278082862295,0.33429873324845116,7.499176484687797e-10,1.4081829150367553,240000,97.15808844566345,2278.4424815177917
