Eval num episodes,Eval avg final dist,Eval success ratio,Eval success ratio_left,Eval success ratio_right,Eval n_left,Eval n_right,Eval final door distance Mean,Eval final door distance Std,Eval final door distance Max,Eval final door distance Min,Eval min door distance Mean,Eval min door distance Std,Eval min door distance Max,Eval min door distance Min,policy loss,timesteps,epoch time (s),total time (s)
50,0.42813431976067406,0.0,0.0,0.0,42,8,0.42813431976067406,0.15070686950162215,0.8248971528919025,0.18329546581432382,0.2643111752048463,0.20764920175255092,0.8248971528919025,0.0016578205299308257,0,0,7.158820867538452,7.158823490142822
50,0.21009972882763553,0.12,0.15,0.0,40,10,0.21009972882763553,0.21647090148128223,0.7632765025179913,0.02803982525631865,0.13765179695903476,0.22914117503665102,0.7632765025179913,5.410534033600811e-05,3.2430556871929723,10000,103.39860343933105,110.55743145942688
50,0.1138875528264617,0.62,0.7073170731707317,0.2222222222222222,41,9,0.1138875528264617,0.21812646139817835,0.817106381181718,0.0028370731815531847,0.07969525202831211,0.22682061443227616,0.817106381181718,8.812763371814081e-05,3.193240271759261,20000,109.6771912574768,220.23462653160095
50,0.03699161060972217,0.78,0.8571428571428571,0.375,42,8,0.03699161060972217,0.029347839312414803,0.14129496006001707,3.612019573642726e-05,0.013916327340426152,0.028111553224674395,0.14129496006001707,3.612019573642726e-05,3.169051730107765,30000,111.35427570343018,331.588906288147
50,0.1449452563320146,0.48,0.358974358974359,0.9090909090909091,39,11,0.1449452563320146,0.15621192553992583,0.5702930919331184,0.0008955460915833768,0.010891034235310777,0.014634292562364636,0.05497194357393806,4.939166061684874e-05,3.1427449609449223,40000,109.47726631164551,441.0661759376526
50,0.0636816324181715,0.66,0.5897435897435898,0.9090909090909091,39,11,0.0636816324181715,0.06705118660143286,0.22837740113770091,0.004787850216430023,0.006246256201451873,0.013663697229017297,0.08736721689907168,1.744480072957133e-05,3.1303776507339798,50000,110.96246409416199,552.0286440849304
50,0.1073703821359719,0.6,0.5714285714285714,0.75,42,8,0.1073703821359719,0.1621588935436428,0.5493896246046406,0.0027049132562989575,0.007950317061805172,0.009643883279269586,0.04702341202358773,4.4869988414519835e-05,3.1173531014821325,60000,110.79205203056335,662.8207001686096
50,0.0817259362779761,0.64,0.5952380952380952,0.875,42,8,0.0817259362779761,0.12111369039116118,0.4715746989423565,0.0004362459459630319,0.006248285874293279,0.010734246154934101,0.04951506568445019,1.617515473409381e-05,3.099204881390606,70000,110.48817014694214,773.3088753223419
50,0.07974154548420827,0.48,0.41025641025641024,0.7272727272727273,39,11,0.07974154548420827,0.08374650356822176,0.38685323920837894,0.00034569225838371187,0.004341108807084952,0.005506931013850052,0.030871314031627684,1.3357204978248216e-05,3.1017067132519585,80000,111.7111177444458,885.0199964046478
50,0.07428643162599158,0.68,0.6666666666666666,0.75,42,8,0.07428643162599158,0.12793028784246016,0.544056126917418,6.48995026886201e-05,0.00900972605766539,0.02208331037515926,0.13547661761305607,2.144171436774256e-05,3.1010199729410868,90000,109.94033312797546,994.960333108902
50,0.0881828255234848,0.64,0.6666666666666666,0.5454545454545454,39,11,0.0881828255234848,0.126157316276395,0.4700453391997876,0.000896996298067045,0.0037067053434348385,0.005091482598511084,0.022972106235885525,7.565261046255101e-06,3.083370187731199,100000,111.2174973487854,1106.1778345108032
50,0.08135320934569029,0.58,0.5116279069767442,1.0,43,7,0.08135320934569029,0.09102618715152683,0.2632516194323014,2.1417070504292646e-05,0.010590444633175084,0.014677817638609765,0.056159108657751734,6.320637572915233e-06,3.0661389811578843,110000,110.93170070648193,1217.1095390319824
50,0.0944374404053701,0.52,0.4473684210526316,0.75,38,12,0.0944374404053701,0.13687069822457443,0.5603912322988814,0.00391035367095427,0.010734924407316986,0.01691776623455986,0.08366529007798829,1.884013018582653e-05,3.0681662229499977,120000,110.90170645713806,1328.0112516880035
50,0.08718840754273166,0.6,0.5609756097560976,0.7777777777777778,41,9,0.08718840754273166,0.10255090291134865,0.4480139446917858,0.00047019004634046846,0.007580834503539187,0.01800862547202725,0.12418167045690676,7.084181656280553e-05,3.0611567974882123,130000,110.60177063941956,1438.6130266189575
