Eval num episodes,Eval avg final dist,Eval success ratio,Eval success ratio_left,Eval success ratio_right,Eval n_left,Eval n_right,Eval final puck distance Mean,Eval final puck distance Std,Eval final puck distance Max,Eval final puck distance Min,Eval final endeff distance Mean,Eval final endeff distance Std,Eval final endeff distance Max,Eval final endeff distance Min,Eval puck movement Mean,Eval puck movement Std,Eval puck movement Max,Eval puck movement Min,Eval endeff movement Mean,Eval endeff movement Std,Eval endeff movement Max,Eval endeff movement Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.1589739329469028,0.1,0.25,0.08695652173913043,4,46,0.1589739329469028,0.09276395983450109,0.3350034180335256,0.022684709319596423,0.22573898850928623,0.10546212845437888,0.42542969229893,0.015275191412985277,0.00871195061180647,0.01807149996451483,0.07438413500570705,2.090477933405043e-08,0.18600977338079935,0.006465150169730662,0.194412287966563,0.17217611179928183,0,0,6.292012453079224,6.292015314102173,0,0,0,0,0
50,0.1493681989552474,0.08,0.5,0.0625,2,48,0.1493681989552474,0.09389873533608244,0.35157349438084745,0.0034178595874593868,0.13754930252687544,0.09464690711021158,0.3810052318246099,0.004879964347713916,0.0432052205724795,0.06363425761693281,0.22009694360293605,7.089944320380894e-07,0.12118724761089847,0.1155052734769611,0.3709800625992646,6.38200783132661e-10,4.304458325564942,2.1152781724153837,2.1891801103686936,4.363731706381534,2.1509595452111743,2.2127721061983263,10000,239.10499835014343,245.3970193862915
50,0.15448931715875897,0.18,0.0,0.1836734693877551,1,49,0.15448931715875897,0.10208005093761655,0.3534895760234373,0.010023267287228067,0.1862929916676707,0.13051183513859343,0.39950204108018805,0.003988035949241692,0.043650919685397145,0.06518454194085135,0.19513184307291234,9.634021162006113e-07,0.09645535488390382,0.113871008086273,0.29719363475746524,2.9181453359834926e-10,4.202130640239444,2.0495479474660754,2.1525826352844377,4.243751120231991,2.0695910788701304,2.1741600388574813,20000,260.5835750102997,505.98059844970703
50,0.14025741256744215,0.24,1.0,0.20833333333333334,2,48,0.14025741256744215,0.10270505436099164,0.3812569572627466,0.009100307386349506,0.16952849095922734,0.12457576635139764,0.4115279390401936,0.005469667494424453,0.038609498418514646,0.06200352665869632,0.23089842772588412,8.470283541557628e-07,0.10191147457312293,0.11600871534464084,0.3510572973001212,4.951553471483927e-10,4.137276298069569,2.007537594342945,2.1297387495449738,4.18385362937729,2.0375466873706873,2.1463069042569627,30000,259.25033354759216,765.2309358119965
50,0.13448755341541396,0.3,1.0,0.2857142857142857,1,49,0.13448755341541396,0.1029134755919949,0.3749764983651075,0.008149566177254427,0.18675952720333178,0.12865768288625226,0.42657186430040894,0.0057112693760790366,0.03154549863546871,0.058390068503613196,0.2201866267162296,9.237612104080461e-07,0.10398337069005242,0.12921539844943747,0.3632936383381819,1.1427887164569762e-09,4.082310535281065,1.972785381908401,2.109525150060305,4.147138484762385,2.010317119433526,2.136821381739723,40000,260.26375937461853,1025.4946994781494
50,0.11411926949359687,0.36,0.5,0.3541666666666667,2,48,0.11411926949359687,0.09555820401808804,0.37386290745898365,0.008487428141565685,0.16497570870932507,0.11923222191608746,0.40031744654694834,0.00650427389816996,0.06040682092266976,0.08039698310680081,0.2751207536353501,9.563034069482686e-07,0.157196173122346,0.13385378922632615,0.356175752263145,1.9595209262108185e-09,4.042214622156815,1.945965551973025,2.0962491360721627,4.082645179028617,1.9723907893282564,2.1102543293533493,50000,259.0981876850128,1284.592890739441
50,0.10354899496381002,0.32,0.5,0.29545454545454547,6,44,0.10354899496381002,0.08681216676959877,0.34000128076684594,0.006452374131588849,0.14183092832120692,0.10959245566782551,0.41109963786247594,0.005918187214004949,0.04718189484876996,0.061433480042914046,0.19724195766601843,9.535386461664866e-07,0.12237988426780833,0.1051549382426944,0.3486892495168346,0.0006255586617255656,3.9767657556692355,1.9094589366072294,2.0673068906845224,4.043796555610228,1.9540356928000948,2.0897609347699095,60000,259.5027229785919,1544.0956180095673
50,0.10119054277008227,0.36,0.0,0.3829787234042553,3,47,0.10119054277008227,0.09210714842263852,0.332350124113114,0.006069470185541711,0.13844232224324812,0.11174926083675482,0.3966509794143806,0.001395121911129616,0.07395260236032508,0.07684327503400631,0.28507010264623533,2.65298158675963e-07,0.14204436173900448,0.11563442690243739,0.3648453666393757,9.916944376520621e-10,3.9795367153246244,1.917060777332152,2.062475800389635,4.036994346233605,1.950602363001464,2.0863919635783,70000,260.82757568359375,1804.9231986999512
50,0.08531397757246424,0.48,1.0,0.46938775510204084,1,49,0.08531397757246424,0.07603474867823024,0.2752173779442391,0.011212592219984338,0.13093358000674946,0.10338808186732922,0.4068512558712285,0.0014568260208067652,0.10120067027474572,0.10141781607397658,0.36442434839048626,8.71927508419189e-07,0.17947364695084667,0.13296224359642073,0.38773674558548077,4.116930449221149e-10,3.9631917647943133,1.902549405293466,2.0606422591650513,3.9832575395208294,1.920102961762918,2.0631545686270583,80000,261.16136360168457,2066.08456659317
50,0.09771443087319824,0.32,0.25,0.32608695652173914,4,46,0.09771443087319824,0.07327007348255496,0.3039139465248896,0.004540013561667372,0.12866882333532928,0.09804502148296533,0.40010455623493774,0.0010553845489642696,0.10045637277487454,0.08606162654393498,0.2645893614300643,9.093580441672296e-07,0.14450053723104647,0.10634811282596439,0.3623784646695972,8.222319701736245e-10,3.9783432351194703,1.908529528037434,2.069813684765064,3.978973222553687,1.9174243870781675,2.0615487763601013,90000,261.6227719783783,2327.70734333992
