Eval num episodes,Eval avg final dist,Eval success ratio,Eval final puck distance Mean,Eval final puck distance Std,Eval final puck distance Max,Eval final puck distance Min,Eval final endeff distance Mean,Eval final endeff distance Std,Eval final endeff distance Max,Eval final endeff distance Min,Eval puck movement Mean,Eval puck movement Std,Eval puck movement Max,Eval puck movement Min,Eval endeff movement Mean,Eval endeff movement Std,Eval endeff movement Max,Eval endeff movement Min,policy loss,timesteps,epoch time (s),total time (s)
50,0.12603760150922264,0.02,0.12603760150922264,0.07146173524300058,0.3361514252355683,0.04641475055820573,0.22379067315470727,0.0623400771776524,0.39706857774987775,0.20007674771836714,0.0115114654203303,0.02079710252587891,0.09923043099809839,4.494557880080261e-08,0.18671769796721674,0.0069358657985671215,0.1948930749331148,0.17232738602038464,0,0,13.714158058166504,13.71416449546814
50,0.09760234471517087,0.08,0.09760234471517087,0.0629085697785962,0.3258092782218565,0.039114588125426716,0.035538846420389195,0.10444263848541215,0.43456897225826574,0.005176416671143683,1.0362837340858138e-06,4.7177118848758126e-08,1.1264184282330879e-06,9.55636419756083e-07,0.020881644901271663,0.024713024200966105,0.18173860076572315,0.0004371913617148274,2.120455425783023,10000,140.67535662651062,154.3895297050476
50,0.09389905638117339,0.06,0.09389905638117339,0.04626588475707413,0.3186919056841064,0.03385084733079436,0.015123476066525931,0.056730542476660706,0.39908538653264136,0.005176415579624434,9.681217698954673e-07,8.223297941527824e-09,9.898857547997376e-07,9.57874180591045e-07,0.030529284371076226,0.0509928342151569,0.34076360396481437,0.002130514734350295,1.810958857055769,20000,148.19591784477234,302.5854585170746
50,0.09073161938628242,0.06,0.09073161938628242,0.04562684390115182,0.2976322493261644,0.03143334837983018,0.01043844194470743,0.02489253737024721,0.14509364880991565,0.0051764159176874375,8.943872204231486e-07,1.3224540722911449e-08,9.23144233676114e-07,8.672243540408222e-07,0.03330778685672468,0.06177287685719269,0.33415519169003366,0.0008463171052131552,1.5550060541979194,30000,148.32882618904114,450.91429567337036
50,0.08479945674399633,0.08,0.08479945674399633,0.028694386970086933,0.2262593857095278,0.03655568330490213,0.009043049703360334,0.027066420599408954,0.19850799389922294,0.005176416443678405,0.0013802247885158782,0.009655199042283093,0.0689666180832265,8.195206720950911e-07,0.027240509718370207,0.04341058292427297,0.32613379954438604,0.00326637538383114,1.4256801082362998,40000,148.66830730438232,599.5826132297516
50,0.10519129006856504,0.08,0.10519129006856504,0.06011077666424586,0.3555842741449135,0.04121292360754297,0.02780479901621967,0.0699176262893473,0.33633754201924737,0.005176416392168417,0.005316599914152165,0.02201032139851857,0.11280598608500673,8.124975704341778e-07,0.04419825876220185,0.08094859126330683,0.34697996698840594,0.002177220338013361,1.305674907862248,50000,150.9195578098297,750.5021822452545
50,0.07857191117655743,0.14,0.07857191117655743,0.023146108662773248,0.13043447782011353,0.03307109948191167,0.005176418191227721,8.913440498490443e-10,0.0051764193556279965,0.005176415944897365,9.390424932291258e-07,1.512120820634601e-08,9.6230090406961e-07,9.017551282665155e-07,0.02170193946669197,0.006232767748425414,0.03172325795977415,0.007106074832876886,1.2013185145894254,60000,151.558247089386,902.0604393482208
50,0.08944784466278129,0.08,0.08944784466278129,0.0493516644663549,0.2849706302505611,0.036841634978508814,0.02589513082876814,0.06753787261186135,0.2847765076996055,0.0051764160336892585,0.012525956995021443,0.04825543488304905,0.2769835725564237,8.883151707573979e-07,0.041473064980935864,0.07415404023434917,0.3648758247203653,0.0032348296297922564,1.138272029629023,70000,150.0397367477417,1052.1001856327057
50,0.08769967501368052,0.04,0.08769967501368052,0.03654616221216529,0.28987047933539645,0.03552393230022369,0.014362534788287607,0.04038634200572663,0.21964632807021445,0.0051764155711844445,0.011533859056794417,0.05088446385976797,0.29842558002516534,8.000393581396836e-07,0.0369757350522409,0.07068904858273796,0.357103711783289,0.00025021242086010803,1.1468067602959784,80000,152.39675760269165,1204.4969551563263
50,0.08173525029697995,0.06,0.08173525029697995,0.01879023444132716,0.11797523958598,0.03512422064291294,0.009275269344083951,0.026670032345742563,0.1955059200855139,0.005176415743334774,0.004707650982547465,0.03294728189995441,0.23533862428219493,8.689244236328214e-07,0.026015496180981548,0.046509406051018554,0.3462318868994836,0.0017698205762257423,1.0855024575841625,90000,150.80336356163025,1355.300329208374
