Eval num episodes,Eval avg final dist,Eval success ratio,Eval success ratio_left,Eval success ratio_right,Eval n_left,Eval n_right,Eval final door distance Mean,Eval final door distance Std,Eval final door distance Max,Eval final door distance Min,Eval min door distance Mean,Eval min door distance Std,Eval min door distance Max,Eval min door distance Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.2849580934540925,0.1,0.11904761904761904,0.0,42,8,0.2849580934540925,0.18468359064227174,0.8248971528919025,0.007012141628363894,0.2849580934540925,0.18468359064227174,0.8248971528919025,0.007012141628363894,0,0,7.800045013427734,7.800048351287842,0,0,0,0,0
50,0.257533631741997,0.14,0.175,0.0,40,10,0.257533631741997,0.17262357871986336,0.7632765025179913,0.005407605759888953,0.07009844742595504,0.17262773497328932,0.7632765025179913,6.166589412787138e-05,6.53045126691715,3.259478696078541,3.270972552499158,6.659384704807869,3.3221833645052916,3.3372013978254547,10000,179.61261820793152,187.41267347335815
50,0.13284664685743694,0.36,0.3902439024390244,0.2222222222222222,41,9,0.13284664685743694,0.11476378613488541,0.3912623263130594,0.004514374879142207,0.07443818736147835,0.10276812763912449,0.30436718042293226,6.912686929949619e-05,6.5170861030808975,3.248438751974792,3.2686473876409776,6.629872598410084,3.3026690397085265,3.3272036250582238,20000,194.48539113998413,381.89806842803955
50,0.06780389051674628,0.6,0.6666666666666666,0.25,42,8,0.06780389051674628,0.10299847387270623,0.5720156532583703,3.612019573642726e-05,0.01722084856457142,0.029278738133745916,0.15738557611125797,1.1555140107324946e-05,6.499234482509072,3.2383084831378697,3.2609258887235497,6.592407016805056,3.286202739573932,3.306204199584652,30000,194.14335751533508,576.0414297580719
50,0.21751286666405154,0.38,0.48717948717948717,0.0,39,11,0.21751286666405154,0.2316834834165074,0.776447942574515,0.003192898064309185,0.1782781327665523,0.25073050098919786,0.7672592188699623,0.00041478920679954845,6.4952295103559985,3.234576468718544,3.260653013431526,6.59240896285843,3.287510958969937,3.304898090890632,40000,194.62459802627563,770.6660313606262
50,0.1604400017767857,0.56,0.6666666666666666,0.18181818181818182,39,11,0.1604400017767857,0.21141018200977763,0.83260467470414,0.0004458025527214679,0.11471020804106322,0.21953649719436136,0.8267073688591072,0.00011827204453541962,6.506946751847302,3.2417124866341553,3.2652341854650944,6.579768141390204,3.2831332709694183,3.296634971823278,50000,195.3603982925415,966.0264329910278
50,0.0645483201482984,0.62,0.5952380952380952,0.75,42,8,0.0645483201482984,0.0663328120576892,0.2409598635693692,0.0006221628139012796,0.008652950615312608,0.012756494883385679,0.07504027566246896,5.7102075835535615e-06,6.5061806669759665,3.242862225333953,3.263318385439814,6.584865742542836,3.2863259570102064,3.2985397947808393,60000,194.80594420433044,1160.832380771637
50,0.13841076774753147,0.52,0.6190476190476191,0.0,42,8,0.13841076774753147,0.17810084852951388,0.7032930909970081,0.004059551589745913,0.03655303935129198,0.11878094115907574,0.5175578348303967,3.98193106788125e-05,6.496239035331042,3.2379436236372374,3.2582953687145,6.583888671501625,3.2838314135756264,3.300057223544173,70000,194.43867659568787,1355.2710633277893
50,0.08735839690569329,0.74,0.8461538461538461,0.36363636363636365,39,11,0.08735839690569329,0.1593034732180751,0.6854721292433191,0.00033347556771126663,0.03859881002490837,0.09819434206190675,0.5662089607105496,0.00011741022359218478,6.498974138886942,3.237922447523249,3.2610516003330874,6.581806199428624,3.2819293679752515,3.2998768512185466,80000,196.60760378837585,1551.878671169281
50,0.05291386373825265,0.76,0.8333333333333334,0.375,42,8,0.05291386373825265,0.07704239129432455,0.3829905329372654,0.000319924082884504,0.014399117798712207,0.03570072650468005,0.2525857561911068,1.2025205387622417e-05,6.499166575332593,3.2359230196666386,3.2632435560044195,6.55781016173171,3.269097112576741,3.2887130145362344,90000,202.55655074119568,1754.4352254867554
