Eval num episodes,Eval avg final dist,Eval success ratio,Eval final puck distance Mean,Eval final puck distance Std,Eval final puck distance Max,Eval final puck distance Min,Eval final endeff distance Mean,Eval final endeff distance Std,Eval final endeff distance Max,Eval final endeff distance Min,Eval puck movement Mean,Eval puck movement Std,Eval puck movement Max,Eval puck movement Min,Eval endeff movement Mean,Eval endeff movement Std,Eval endeff movement Max,Eval endeff movement Min,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,0.1589739329469028,0.1,0.1589739329469028,0.09276395983450109,0.3350034180335256,0.022684709319596423,0.22573898850928623,0.10546212845437888,0.42542969229893,0.015275191412985277,0.00871195061180647,0.01807149996451483,0.07438413500570705,2.090477933405043e-08,0.18600977338079935,0.006465150169730662,0.194412287966563,0.17217611179928183,0,0,6.239459037780762,6.239464044570923,0,0,0,0,0
50,0.15549560478891905,0.14,0.15549560478891905,0.08734989584459037,0.3427757960293455,0.014629073956491372,0.08652820673466528,0.05895636049259295,0.2519881527218461,0.015294416730785737,0.07507226405493088,0.07160642172719825,0.2505623204252898,9.955904731392788e-07,0.24690306004460902,0.06875399991576958,0.3723040984613765,0.0667846736946279,4.308870267085833,2.120590263261063,2.1882801607167433,4.3555327145910026,2.151651038821319,2.203881657394719,10000,239.4860737323761,245.72554540634155
50,0.12976095846051375,0.24,0.12976095846051375,0.09986515869347999,0.33045322322677756,0.0077612421046707545,0.054560585867137926,0.056178842129003086,0.27186724742476476,0.007527246759710617,0.06781733124400621,0.07435891311964433,0.27844600732981123,9.511820890448069e-07,0.19112801587643535,0.11532781504972134,0.3901298610915363,0.018206939757678824,4.132296765480733,1.9956139771593868,2.1366828655967662,4.230595717585663,2.048172877873971,2.182422777937198,20000,259.9623010158539,505.68785071372986
50,0.10331645092702214,0.38,0.10331645092702214,0.08569211637969011,0.2941197177907062,0.006309546754994622,0.07254164255588226,0.06614954054726212,0.23925994875227333,0.0024975243232866805,0.07976603373843862,0.08426290816500899,0.2918875029700948,9.971052307159176e-07,0.18882151363915656,0.11120901354730814,0.38442167937415694,0.00039897987725497617,4.09544495384803,1.972047946710235,2.123397066732255,4.162899967109373,2.0021156342795816,2.1607843460945575,30000,258.82742142677307,764.5152764320374
50,0.10502715942381322,0.3,0.10502715942381322,0.08570829737194524,0.3405268139496768,0.0071990068286980685,0.08169415065460774,0.08068716574748838,0.38841663362142875,0.002075764410603248,0.08136006735786397,0.07509668552355042,0.25836837359119863,1.0867199245586315e-06,0.17056133046329486,0.11266916319720215,0.378552248818077,0.012222515223478536,4.029177212789858,1.9327605119801103,2.0964166811004477,4.133624543315133,1.991007270813721,2.1426172805805086,40000,259.04721903800964,1023.5624997615814
50,0.10035086325927875,0.34,0.10035086325927875,0.08139636786384365,0.3178550999651581,0.0033578094123263547,0.09684005118534751,0.08613381382743605,0.4082512674535579,0.00664314563209198,0.09206777693049414,0.07636852534838276,0.22476881092230475,9.87995278877594e-07,0.17191057097830945,0.1072515107578421,0.37070014369947524,2.897965242390667e-09,4.028310914269651,1.931778539164886,2.096532408002114,4.0834373391098655,1.96265237582582,2.1207849580394527,50000,259.278920173645,1282.8414242267609
50,0.1167561627477323,0.36,0.1167561627477323,0.09950551431922577,0.3541681790703556,0.005953338771673383,0.1175153572827504,0.10102872877301285,0.40552375780117356,0.0018237481371021103,0.08046705648313104,0.08682334515484073,0.29176117042125416,1.0347503440102911e-06,0.1370797937880862,0.11813223124484397,0.3453866977447981,0.00035143804484548836,4.014925441343014,1.9280943465311629,2.086831079373617,4.062936646108369,1.9552085890016517,2.10772802063198,60000,259.20123744010925,1542.042665719986
50,0.12881623249444046,0.16,0.12881623249444046,0.09088087827377951,0.3174648358872219,0.00678339808133428,0.10604723810258371,0.10776155791314326,0.4125690583088688,0.001535233161824703,0.05303052673685976,0.07409034312809522,0.25665068915425804,1.0018033170550116e-06,0.1274694044354071,0.11004717214556935,0.3595136567682293,0.0008182123977485915,3.980758901261621,1.8970191119032709,2.0837397914292,4.032138233722855,1.938406284950276,2.093731924337621,70000,259.7078146934509,1801.7504851818085
50,0.09384310686257376,0.42,0.09384310686257376,0.07999031769365367,0.2703359785109656,0.0036376583910867656,0.09440510109046174,0.08348917776699179,0.278703209791788,0.0031314003284954577,0.07121092274725237,0.07323959641636885,0.29305474387518415,1.0261306672925078e-06,0.15338879316041557,0.1047442278128701,0.3856372312800311,0.011502925949962495,3.9631834080953023,1.900248300161174,2.062935148072253,4.007649092609468,1.9185058464263576,2.0891432594043082,80000,260.96117877960205,2062.7116680145264
50,0.12994202699281424,0.26,0.12994202699281424,0.09562301911026472,0.33810205291491435,0.0035035871705477637,0.11944000781606416,0.0928962585544286,0.39061583998548965,0.0013753951382501752,0.06396992338476455,0.06988878906113567,0.27862508354646254,1.151487109822481e-06,0.1269513376520277,0.10999662492082303,0.38552925132809374,0.00044696419995916636,3.9748196562000944,1.896721822579244,2.0780978956613203,3.9894880222549896,1.9045695048754467,2.0849185355622635,90000,261.9889497756958,2324.7006225585938
50,0.10543550363558402,0.4,0.10543550363558402,0.09553621395993099,0.3591240284872126,0.00403564353042868,0.09318248168189605,0.08361817108568775,0.31212998387818897,0.004107591914615906,0.06922795016300418,0.07198290198761052,0.2527815321742114,9.277726738306958e-07,0.1354685309665156,0.10724553697926992,0.3634708393121806,0.000571538013856169,3.9457548250317465,1.8848573590761215,2.060897495714149,3.9919821304717393,1.9140126968710875,2.0779694153664785,100000,261.96943497657776,2586.670061826706
50,0.11131217302567627,0.26,0.11131217302567627,0.08602445001463387,0.325659199126926,0.0073014947857862195,0.09870061681777777,0.09026875794924821,0.35100783865362567,0.00479907698379612,0.07649048435762165,0.08417965306045394,0.3223666683157377,9.916882672608665e-07,0.14631371097861345,0.1137763723072561,0.35094468563514497,0.00035081923550165045,3.9310550823842068,1.8769141399163223,2.0541409924997134,3.9744244173825796,1.9017693134665405,2.07265509515181,110000,259.79800367355347,2846.4680700302124
50,0.11894849224563148,0.32,0.11894849224563148,0.09255919512663632,0.3227252127264567,0.008023087381851205,0.10561658401111844,0.07517265416142892,0.29833525226049085,0.005247939282824793,0.05958419098685118,0.07654593797972416,0.2779018402428101,9.544263225505495e-07,0.13423578518105703,0.11930238012433574,0.3753072958131616,0.0003067829028523123,3.940539914030837,1.8819809899819446,2.0585588188036743,3.951144396754148,1.8862439318669049,2.064900437764675,120000,260.47116136550903,3106.939237833023
50,0.1022709501408996,0.4,0.1022709501408996,0.0814078439381223,0.3069071828843365,0.005905942051848128,0.10980409218706078,0.09491987951950158,0.31114250635001195,0.00283072165484441,0.057502299662837944,0.05756997962380195,0.22122673900271045,1.098416554887821e-06,0.14972503682436625,0.10828439793090047,0.3655069952374457,0.010431674696224271,3.9540793674248347,1.8847733391117791,2.069305995247412,3.974616338080158,1.8995329191679873,2.0750834406932936,130000,260.2264654636383,3367.165707349777
50,0.0962814338200516,0.4,0.0962814338200516,0.07632046795709278,0.3033068036444121,0.0047551201953740544,0.10586533216112488,0.09262103076588288,0.359282974535208,0.002887165659525898,0.08572498275824326,0.08004527024902117,0.29125940091557584,7.232336140472205e-07,0.1380186501051557,0.10340590979416647,0.3667137047004704,0.0008416486842244348,3.9359031437698695,1.8795923636454575,2.056310755393962,3.977157471997865,1.8984222709617562,2.0787351637990534,140000,260.03535890579224,3627.201071023941
50,0.12015855378517738,0.34,0.12015855378517738,0.09050714779673429,0.3111645527736226,0.009891966250940798,0.10069479071443022,0.07647674580403271,0.34816437825675023,0.007899265174319988,0.08583901691825804,0.08351323912423286,0.3233470605585249,9.703005029796573e-07,0.14234806643704462,0.10458486402939224,0.36160016966061836,0.000721398863359547,3.9047072729715175,1.8524404728719186,2.052266765308951,3.951404189965593,1.885317595695442,2.066086603738542,150000,260.5485966205597,3887.749671936035
50,0.13915660566402516,0.38,0.13915660566402516,0.11002164636033432,0.3343048079897033,0.009365913041848329,0.10158211344816685,0.07285998048838463,0.289683005039455,0.0033853531326030963,0.08810543155908858,0.0776851779496391,0.3154730928421981,1.0603242995253544e-06,0.14686833330507434,0.10087017149789064,0.3543986864420481,0.0006831699196719712,3.909575949794373,1.856091493897692,2.053484424506982,3.9449888821068444,1.8847354972143937,2.0602533355532655,160000,259.83470940589905,4147.584385871887
50,0.1086487188921919,0.44,0.1086487188921919,0.09954807012072892,0.3696776635506775,0.005489099316638153,0.0872804014602956,0.07248541976920293,0.2939488328829085,0.00547373487161334,0.06911483702307869,0.06083470009407192,0.24063860663280073,7.795051224678908e-07,0.14733130868198507,0.102208379368187,0.35927443013429766,0.0011286255426434444,3.911787549889742,1.8653259264081052,2.046461589695653,3.950515307809183,1.8844480521575107,2.0660672386991434,170000,261.39399695396423,4408.978387355804
50,0.08642772888664324,0.46,0.08642772888664324,0.086906824255823,0.3781201060189735,0.005155068663872863,0.07755306091729558,0.07514611396273894,0.3201310759983138,0.002176672784133855,0.11673665354312478,0.08411638460405149,0.2738995989050738,9.444129471671762e-07,0.19385963106817017,0.10270478069542072,0.36608598648569224,0.003808960256557753,3.9278786427437007,1.8742143015367234,2.053664311901651,3.9410009536799087,1.8757824781123646,2.0652184868927255,180000,261.8172113895416,4670.795603752136
50,0.04723729507169084,0.7,0.04723729507169084,0.04124407015879778,0.1759485570553152,0.005013346424002206,0.055170876295920525,0.059052007146894826,0.23650325154810253,0.0013459195542528282,0.12691451825462546,0.07970808205981564,0.28622995495651754,9.530599515376511e-07,0.19807089116012613,0.0781615710102782,0.3518713996334621,0.0052862159815696835,3.9410940397145184,1.8766511331281284,2.064442935250217,3.9287130289619583,1.8679563457579247,2.060756659131184,190000,261.43859124183655,4932.234202623367
50,0.08161167365609653,0.42,0.08161167365609653,0.06680314602975632,0.3360256523018302,0.0034141558786970703,0.0936641702210956,0.083368050927057,0.281511871195664,0.0010845391547583902,0.12100197562640651,0.08168354625463685,0.2842755790027508,1.032076993974744e-06,0.20028677643698511,0.09852547804642595,0.3503656864917583,0.0012418636386294314,3.9079189837890755,1.8659474661216275,2.0419715084263212,3.963529160947309,1.897669960112651,2.0658591668518813,200000,260.9896423816681,5193.223849773407
50,0.08731752423966571,0.36,0.08731752423966571,0.07072884676286807,0.31070691917626003,0.003353078691258342,0.0995931824733006,0.07603413421814105,0.27485500359162923,0.000924176283257392,0.10316297367741818,0.08202263753680869,0.28695369700746426,9.271637442721831e-07,0.18395877575189118,0.11036276331131914,0.36596083233138005,0.00050622776684607,3.9153540784089937,1.873200847372392,2.0421532037003267,3.927530279910227,1.8760675341577568,2.0514627006493193,210000,261.15114283561707,5454.374997138977
50,0.0820116913798441,0.46,0.0820116913798441,0.07051461333664581,0.26869298499395894,0.004715769983146681,0.08737017726968728,0.08563649558320906,0.3131555234075798,4.6629943953871134e-05,0.12141212854887856,0.08618160912157058,0.3021895687243117,9.056571554807683e-07,0.19825438480358154,0.09720367245299148,0.3637519004809165,0.016282342265823847,3.8852293178494763,1.8403929291099597,2.0448363983998314,3.9482055855547777,1.8767486947683336,2.0714568546484218,220000,261.07363843917847,5715.44863986969
50,0.08631960565673095,0.44,0.08631960565673095,0.08844572329663172,0.37892290006267165,0.005001558344805379,0.07233070948497917,0.0686726267718854,0.29902520017060996,0.003309624406653014,0.10765731995475408,0.07568233324324562,0.3288205387526601,9.293695979108367e-07,0.20832987093053998,0.087730541419982,0.3763091450500575,0.0013076940048187017,3.918031314789622,1.8699196483347016,2.0481116245826594,3.9399067779385017,1.8786869377441076,2.06121983323999,230000,260.7681562900543,5976.21680021286
50,0.07858565051319756,0.46,0.07858565051319756,0.0654582727726541,0.28528092955084566,0.010914864510674546,0.09800470459296658,0.08746309530513698,0.3379392176908618,0.002755452981504969,0.10711343853580078,0.08445230108441833,0.31597091177631753,9.376579320695346e-07,0.1808502662568256,0.10163264910387002,0.354739848859704,0.015027758149746403,3.923249427370965,1.8656865411096735,2.0575629169119756,3.9563839820968245,1.8948036019492003,2.061580378144703,240000,260.92435789108276,6237.141162872314
50,0.08484030969015309,0.5,0.08484030969015309,0.08180957159725057,0.30953192674907837,0.004966985709084947,0.0700414126136024,0.056004073118421344,0.2110117326620388,0.0012918306574181513,0.1122072766818857,0.08393818037685055,0.28233095269354597,9.435000481557966e-07,0.19923813827087716,0.10698773731481616,0.3793710452864545,0.011136031882007073,3.9231933497499116,1.8679705276908587,2.0552228097150245,3.937126872092862,1.872770640075262,2.064356234549838,250000,260.3896210193634,6497.530790090561
50,0.09601684004735542,0.38,0.09601684004735542,0.0829601252960424,0.39503195662615814,0.005587537894903411,0.09729807457647333,0.08283231531044796,0.32146409997870484,0.0021221799307319716,0.09949308010555892,0.09752266183255831,0.292365429412278,9.020120891740583e-07,0.17571606067739187,0.12116598970611178,0.3961727693423506,0.0004769701438237885,3.9095017814142805,1.8600171706568622,2.049484558291012,3.956617925224756,1.8922567682464795,2.064361062564798,260000,260.69096064567566,6758.221754789352
50,0.0673010428866596,0.44,0.0673010428866596,0.06298205392737138,0.36548032353835147,0.007063034655930217,0.07177489522356749,0.06509304279547264,0.1983575004186001,0.0022942301515454207,0.12436334329679205,0.07853454070014558,0.3172274303199648,1.1531576821249613e-06,0.1915572602186457,0.10048644270114844,0.3690193703343758,0.0006269706455002678,3.920879800188644,1.8681159406180163,2.052763845345961,3.9308564713002485,1.8755138783279963,2.0553425880520457,270000,259.9619495868683,7018.183708429337
50,0.08446806836492303,0.44,0.08446806836492303,0.07549295851453532,0.35531516808548963,0.005931089179548338,0.07868093369856222,0.07088532180095122,0.2229077130878734,0.0013525873679800947,0.08733699571751093,0.0773862682533831,0.2585983157838171,9.593532888030118e-07,0.1775494422241621,0.12153993036545276,0.3717886141440659,0.00023634704205969091,3.9428494918069124,1.8805348376466533,2.0623146739668923,3.9628534103471544,1.8993033618914814,2.0635499840964515,280000,261.2340281009674,7279.417740345001
