Eval num episodes,Eval avg final dist,Eval success ratio,Eval mean final angle dist,Eval median final angle dist,Eval mean final angle moved,Eval median final angle moved,policy loss,timesteps,epoch time (s),total time (s),Conditional loss,Marginal loss,Validation loss,Conditional Validation loss,Marginal Validation loss
50,1.5892159941259212,0.0,1.5892159941259212,1.5155186105071166,0.2095122280741416,0.13415032991921916,0,0,8.49291205406189,8.492914915084839,0,0,0,0,0
50,1.3270385722502127,0.04,1.3270385722502127,1.3087096464024197,0.4995101131784262,0.36430907601876117,16.480136304493712,8.031704083148094,8.44843172105681,24.04664383538904,11.973212273790665,12.07343164529889,10000,114.78756165504456,123.28048205375671
50,1.446135702644722,0.04,1.446135702644722,1.5319745008276777,0.5545778041195655,0.45746065261700464,15.979350879610674,7.571003133656426,8.4083479422336,23.069392190127964,11.35789121450018,11.711501242155435,20000,124.77856254577637,248.05904841423035
50,1.3334224754863429,0.08,1.3334224754863429,1.0250600712839728,0.45730673956288753,0.28134235654425344,16.066853919044377,7.580702124079153,8.486151734125409,22.280271569689567,11.107864989268718,11.172406805276264,30000,123.71373176574707,371.7727837562561
50,1.0982859279405113,0.08,1.0982859279405113,0.9526717541356841,0.6158649267151524,0.5785240890665844,16.237903794254667,7.690302470311553,8.547601273684116,21.51033267779169,10.729043938939796,10.78128887404064,40000,123.97030925750732,495.7430968284607
50,1.3043635159866067,0.08,1.3043635159866067,1.3220373213515328,0.6626902628813146,0.6004090719074253,16.526976624320294,7.82292234440953,8.704054208218754,21.101434013729367,10.479984289744836,10.621449328673062,50000,124.31159019470215,620.0546956062317
50,1.4441136259271408,0.12,1.4441136259271408,1.2889759186868701,0.4783285933296262,0.3838394851991081,16.717341913215005,7.964004783494691,8.753337054734915,20.91572863916095,10.393014418100162,10.522714169695991,60000,122.75206899642944,742.8067696094513
50,1.2046650186753636,0.06,1.2046650186753636,0.9370683344472062,0.46849060810750087,0.3048001671266771,16.872173130900233,8.033261506679537,8.838911672960531,20.50173587822298,10.107394451349524,10.394341130902093,70000,124.44762396812439,867.254397392273
50,1.3024393854207157,0.12,1.3024393854207157,0.9402549220362365,0.4167334885972578,0.34498125528988555,16.92121194411772,8.08657001898346,8.834641670391488,20.30863671700312,9.987646734482215,10.320989542381097,80000,123.82904076576233,991.0834414958954
50,1.332983010239411,0.06,1.332983010239411,1.4624137402219008,0.7004947690363692,0.5768862905025876,16.984375045702343,8.131970360319897,8.852404697820324,20.225902667350717,9.932733531873904,10.293169447961253,90000,123.42197847366333,1114.505423784256
50,1.130410610613619,0.06,1.130410610613619,0.7064622707975006,0.5234943130487749,0.4147854719402333,17.13742709869893,8.245103641839842,8.892323713104624,20.04004245980857,9.883019082731579,10.157022867632296,100000,123.1566047668457,1237.6620326042175
50,0.9395758359514923,0.1,0.9395758359514923,0.6069663399104597,0.6303192122460922,0.5310526262800338,17.233774403016252,8.277648556908689,8.956125649082292,19.94538011257697,9.833938662810498,10.111441741315119,110000,123.72990536689758,1361.391942024231
50,1.0116367479316246,0.06,1.0116367479316246,0.7729974424440472,0.45631760709536756,0.3488252714198355,17.45385095428065,8.402836206886771,9.051015047517868,19.812137328539155,9.763930908994372,10.048206765504819,120000,123.94042825698853,1485.3323743343353
50,1.1694805433646875,0.18,1.1694805433646875,1.1026897362722257,0.6180077144234333,0.5080432009824085,17.473929535872585,8.420674818461395,9.053254642575146,19.89825942224829,9.795619787655992,10.102640006371178,130000,122.80335998535156,1608.1357378959656
50,1.1466856958983984,0.16,1.1466856958983984,0.9502300151797911,0.5807700346535654,0.5225173919105948,17.61743546677646,8.511593584398957,9.105841885099478,19.768479842963377,9.746855280383338,10.021624622284207,140000,124.22391080856323,1732.3596527576447
50,1.162030567999726,0.08,1.162030567999726,0.7320311182797093,0.5188468371234025,0.40641080598467383,17.63255763782054,8.535688559471978,9.096869151900206,19.774156167865684,9.757534704192333,10.016621605512473,150000,124.22512483596802,1856.58478140831
50,1.207343366854856,0.1,1.207343366854856,0.9358033962116824,0.5218546630562154,0.37395200065915546,17.727955507239916,8.583827839941867,9.144127740847626,19.648143738315166,9.68324569234905,9.964898182111224,160000,123.47532892227173,1980.060114145279
50,1.1760302975244874,0.08,1.1760302975244874,0.9278049075457188,0.45796580185421404,0.35472620436539865,17.76559436412371,8.605541381438458,9.160053252572508,19.597274258342548,9.648859627792847,9.948414331724653,170000,124.42870020866394,2104.48881816864
50,1.002727665033654,0.1,1.002727665033654,0.5792952071500463,0.4548036236133865,0.3787635682511532,17.866010024452848,8.668678469522442,9.197331816100512,19.64135316806553,9.665773506972604,9.97557972607008,180000,124.29798698425293,2228.7868087291718
50,1.3174614527562083,0.04,1.3174614527562083,0.9023699909007045,0.5848953650747898,0.5340828001929433,17.853943103447428,8.66375018901383,9.190193030202652,19.60091181289647,9.664952987880485,9.935958556007717,190000,124.24676847457886,2353.033581495285
50,1.0568971547291974,0.06,1.0568971547291974,0.870829682815924,0.7203861399573992,0.5963141409660546,17.981277942059815,8.735236844285094,9.246040683666111,19.566596238189298,9.627147421242002,9.9394489383413,200000,125.05548143386841,2478.089066505432
50,1.2482462274963257,0.06,1.2482462274963257,1.1141353589254188,0.638279198303672,0.5795110284671371,18.009172772653297,8.760708258369228,9.248464631415839,19.532239895184375,9.60734895088952,9.924891093173729,210000,125.30092167854309,2603.3899919986725
50,1.0667142475194837,0.16,1.0667142475194837,0.7298037811455977,0.49512621597923206,0.4033610447310504,17.984318614493112,8.731440766961326,9.25287792051688,19.48608369410858,9.58571488203528,9.900369009299554,220000,124.08617162704468,2727.4761674404144
